tid,label,token
112937069,ORG,Delhi High Court
112937069,ORG,Microfibers Inc.
112937069,ORG,Girdhar & Co. & Anr.
112937069,DATE,28 May
112937069,DATE,2009
112937069,PERSON,Mukul Mudgal
112937069,DATE,"January 21, 2009"
112937069,DATE,"May 28, 2009"
112937069,ORG,Microfibres Inc.
112937069,PERSON,Raju Ramachandran
112937069,PERSON,Sr. Advocate
112937069,PERSON,Ms.Ruchi Agnihotri
112937069,PERSON,Ms.Anushree Tripathi
112937069,ORG,Girdhar & Co. & Anr.
112937069,PERSON,Prashanto Chandra Sen
112937069,CARDINAL,1
112937069,PERSON,Mr.Rajendra Kumar
112937069,PERSON,Punita Bhargava
112937069,ORG,Mattel Inc & Ors.
112937069,PERSON,Praveen Anand
112937069,PERSON,Swathi Sukumar
112937069,PERSON,Tusha Malhotra
112937069,PERSON,Jayant Aggarwalla
112937069,PERSON,A.M. Singhvi
112937069,PERSON,Sr. Advocate
112937069,PERSON,Sushant Singh
112937069,CARDINAL,25/2006
112937069,CARDINAL,1
112937069,CARDINAL,72
112937069,CARDINAL,326/2007
112937069,ORG,Dart Industries Inc. & Anr.
112937069,PERSON,Arun Jaitley
112937069,PERSON,Sr. Advocate
112937069,PERSON,"Jaspreet
                                    Sareen"
112937069,PERSON,Angad Varma
112937069,PERSON,Pragya Jha
112937069,ORG,Techno Plast & Ors.
112937069,PERSON,Sanjay Jain
112937069,PERSON,Sr. Advocate
112937069,PERSON,Sushant Singh
112937069,PERSON,SANGHI
112937069,CARDINAL,1
112937069,CARDINAL,2
112937069,CARDINAL,3
112937069,ORG,Digest
112937069,CARDINAL,1\
112937069,LAW,RFA (OS) No.25/2006
112937069,DATE,"13th January, 2006"
112937069,WORK_OF_ART,Suit No. 1480/2002
112937069,CARDINAL,2\
112937069,CARDINAL,two
112937069,LAW,FAO (OS) No. 326/2007
112937069,ORG,Dart Industries Inc.
112937069,ORG,FAO
112937069,CARDINAL,447/2008
112937069,ORG,Mattel Inc.
112937069,LAW,"RFA (OS)
No. 25/2006 Page 2 of 72 Section 2"
112937069,LAW,the Copyright Act
112937069,LAW,"Section
2(d) of the Designs Act"
112937069,LAW,Section 15(2) of the Copyright Act
112937069,CARDINAL,two
112937069,LAW,"FAO(OS) Nos.
326/2007"
112937069,CARDINAL,447/2008
112937069,LAW,"RFA(OS)
No. 25/2006"
112937069,ORG,Microfibres v. Girdhar & Co.
112937069,ORG,Anr
112937069,CARDINAL,3\
