tid,label,token
994554,ORG,Supreme Court of India
994554,ORG,State Of Punjab
994554,ORG,M/S Nestle India Ltd. & Anr
994554,DATE,"5 May, 2004"
994554,PERSON,R Pal
994554,PERSON,Ruma Pal
994554,PERSON,P.Venkatarama Reddi
994554,CARDINAL,6449
994554,DATE,1998
994554,GPE,Punjab
994554,ORG,M/s Nestle India Ltd. & Anr
994554,CARDINAL,05/05/2004
994554,ORG,Ruma Pal & P.Venkatarama Reddi
994554,GPE,the State of Punjab
994554,CARDINAL,several hundred
994554,LAW,the Punjab General Sales Tax Act
994554,DATE,1948
994554,LAW,Section 4(B
994554,LAW,the State Act
994554,DATE,one year
994554,CARDINAL,1.4.96
994554,CARDINAL,4.6.97
994554,ORG,Government
994554,ORG,State
994554,DATE,the period 1996-97
994554,ORG,the High Court
994554,ORG,"The High
Court"
994554,ORG,the High Court
994554,ORG,"the State
Government"
994554,ORG,Court
994554,GPE,Punjab
994554,DATE,26th February 1996
994554,ORG,the State Government
994554,ORG,State
994554,ORG,State
994554,ORDINAL,second
994554,ORG,State
994554,DATE,the year 1996-97
994554,ORG,State
994554,ORG,State
994554,DATE,last month
994554,MONEY,"Rs.6.93
crores"
994554,ORG,the State Government
994554,DATE,the year
994554,MONEY,about 100 crores
994554,DATE,the current year
994554,ORG,the Financial Commissioner
994554,CARDINAL,26.4.96
994554,ORG,Excise
994554,GPE,Punjab
994554,ORG,House
994554,GPE,Punjab
994554,CARDINAL,26.2.1996
994554,ORG,Milk-fed
994554,EVENT,Milk Day
994554,FAC,Milk Plant
994554,GPE,Ludhiana
994554,CARDINAL,1.4.1996
994554,DATE,26th April 1996
994554,ORG,Excise
994554,GPE,Punjab
994554,ORG,"Assistant
Excise and Taxation Commissioners"
994554,ORG,State
994554,ORG,Government
994554,PERCENT,"10% to
4%"
994554,PERCENT,8% to 2%
994554,PERCENT,2% to 0.5%
994554,CARDINAL,1.4.1996
994554,CARDINAL,2\
994554,CARDINAL,3\
994554,CARDINAL,4
994554,DATE,18th May 1996
994554,ORG,Department
994554,ORG,Excise
994554,ORG,the Financial Commissioner
994554,ORG,Government
994554,ORG,Government
994554,ORG,Government
994554,ORG,the Financial Commissioners
994554,DATE,27th June 1996
994554,ORG,Excise
994554,ORG,Taxation
994554,ORG,"Financial
Commissioners"
994554,DATE,a day
994554,CARDINAL,two
994554,DATE,18th July 1996/24th
994554,DATE,July 1996
994554,ORG,Government
994554,ORG,The Finance Department
994554,ORG,the Administrative Department
994554,ORG,"the
Council of Ministers"
994554,DATE,21st August 1996
994554,ORG,the Council of Ministers
994554,ORG,the Finance Department
994554,DATE,1st April 1996
994554,ORG,the Sales Tax Authorities
994554,DATE,the year 1996-97
994554,LAW,the Rules framed under the Act
994554,CARDINAL,1.4.96
994554,ORG,Press
994554,ORG,Department
994554,ORG,Excise
994554,ORG,Patiala
994554,PERSON,Moga
994554,DATE,the end of the financial year 1996-97
994554,ORG,Government
994554,ORDINAL,first
994554,DATE,4th June 1997
994554,ORG,the Council of Ministers
994554,CARDINAL,One
994554,TIME,minutes
994554,DATE,"3rd
July 1977"
994554,ORG,the Excise and Taxation Officer
994554,DATE,"the whole of the year
1996-97"
994554,ORG,the High Court
994554,ORG,the State Government
994554,ORG,the High Court
994554,MONEY,1.4.96
994554,ORG,Government
994554,CARDINAL,4.6.97
994554,ORG,Government
994554,CARDINAL,1.4.1996
994554,LAW,the Punjab General Sales Tax Act
994554,DATE,1948
994554,LAW,The Punjab General Sales Tax Act
994554,DATE,1948
994554,LAW,the Act')
994554,GPE,the State of Punjab
994554,LAW,"Section 27 of the
Act"
994554,LAW,the Punjab General Sales Tax Rules
994554,DATE,1949
994554,LAW,"Section
4"
994554,LAW,Section 2(ff
994554,LAW,Act
994554,ORG,Excise
994554,LAW,Section 3(1
994554,LAW,"the
Taxing Authority"
994554,ORG,The Excise and Taxation Commissioner
994554,LAW,Act
994554,LAW,"the
Act(Rule 69"
994554,LAW,"Section 4
of the Act"
994554,LAW,Section 6
994554,LAW,Section 6(1
994554,LAW,"the Act.
Section 6(2)"
994554,ORG,the State Government
994554,DATE,less than twenty days
994554,LAW,Section 2(d) of the Act
994554,LAW,Section 10
994554,LAW,Act
994554,CARDINAL,one and a half
994554,CARDINAL,6
994554,LAW,Section 10
994554,LAW,section 10
994554,LAW,Rules 20 to 25 of the Rules
994554,LAW,Rule 20
994554,DATE,quarterly
994554,DATE,monthly
994554,LAW,Rule 24
994554,LAW,Rule 25
994554,LAW,"the Rules
"""
994554,ORG,The Assessing Authority
994554,LAW,Section 11
994554,LAW,the Act
994554,LAW,Section 6(2
994554,ORG,the State Government
994554,LAW,"Section
31 to amend Schedule ''C'"
994554,ORG,The State Government
994554,DATE,less than twenty days
994554,ORG,the State Government
994554,LAW,Section 30
994554,CARDINAL,1
994554,ORG,"The State
Government"
994554,LAW,Act
994554,CARDINAL,3
994554,LAW,sub-section (1
994554,ORG,the State Legislature
994554,LAW,Section 30-A
994554,ORG,the State Government
994554,ORG,"The State
Government"
994554,ORG,State
994554,ORG,the State Government
994554,ORDINAL,first
994554,PERSON,"Chandrasekhar
Aiyar"
994554,ORG,Bombay V. Municipal Corporation
994554,ORG,"the City of
Bombay"
994554,DATE,1952 SCR 42
994554,DATE,1865
994554,ORG,the Government of Bombay
994554,ORG,Corporation
994554,DATE,70 years
994554,ORG,Government
994554,LAW,the Bombay City Land Revenue Act
994554,DATE,1876
994554,ORG,Corporation
994554,ORG,the High Court
994554,ORG,The High Court
994554,ORG,the Trial Court
994554,ORG,Corporation
994554,ORG,Government
994554,ORG,Court
994554,ORG,Government
994554,DATE,1865
994554,ORG,Corporation
994554,ORG,the State Government
994554,ORG,"the Municipal
Corporation"
994554,CARDINAL,three
994554,PERSON,Das
994554,PERSON,J.
994554,ORG,Corporation
994554,ORG,Government
994554,ORG,Corporation
994554,PERSON,"Patanjali
Sastry"
994554,PERSON,Chandrasekhara Aiyar
994554,PERSON,J.
994554,ORG,"Das, J"
994554,ORG,Corporation
994554,ORG,Government
994554,ORG,Corporation
994554,PERSON,Chandrasekhara Aiyar
994554,PERSON,J.
994554,ORG,Government
994554,LAW,section 115 of the Indian Evidence Act
994554,ORG,Government
994554,ORG,Government
994554,ORG,M/s Union of India & Ors
994554,ORG,V. M/s Indo-Afghan Agencies Ltd.
994554,DATE,"1968 (2)
SCR 366"
994554,CARDINAL,385
994554,ORG,Government
994554,ORG,"M/s Motilal
Padampat Sugar Mills Co. Ltd."
994554,GPE,Uttar Pradesh
994554,DATE,1979
994554,CARDINAL,2
994554,CARDINAL,409
994554,ORG,"the
State Government"
994554,DATE,a period of three years
994554,ORG,State
994554,ORG,the State Government
994554,ORG,Court
994554,ORG,"the State
Government"
994554,LAW,Section 4-A
994554,ORG,the State Government
994554,LAW,Sales Tax
994554,LAW,the Sales Tax Act
994554,CARDINAL,2
994554,ORG,the State Government
994554,ORG,Court
994554,CARDINAL,three
994554,ORG,Government
994554,CARDINAL,1
994554,CARDINAL,2
994554,ORG,Government
994554,ORG,Court
994554,ORG,Government
994554,ORG,Government
994554,ORG,Government
994554,LAW,Article 299 of the Constitution
994554,ORG,Government
994554,ORG,Government
994554,ORG,Government
994554,CARDINAL,453
994554,ORG,Court
994554,ORG,Government
994554,ORG,Government
994554,ORG,Court
994554,ORG,Government
994554,CARDINAL,2
994554,ORG,Government
994554,ORG,Government
994554,ORG,Government
994554,ORG,Government
994554,ORG,Government
994554,ORG,Court
994554,PERSON,Sugar Mills
994554,ORG,"Century Spinning &
Manufacturing Company Ltd."
994554,ORG,The Ulhasnagar Municipal Council & Anr.
994554,DATE,1970
994554,CARDINAL,3
994554,LAW,SCR 854
994554,ORG,Jit Ram Shiv Kumar & Ors.
994554,GPE,State of Haryana
994554,DATE,1980
994554,CARDINAL,3
994554,LAW,SCR 689
994554,ORG,Court
994554,ORG,State
