tid,label,token
483734,ORG,Supreme Court of India
483734,ORG,Pottery Mazdoor Panchayat
483734,ORG,The Perfect Pottery Co. Ltd. & Anr
483734,DATE,19 October
483734,DATE,1978
483734,DATE,1979
483734,CARDINAL,1356
483734,DATE,1979
483734,CARDINAL,3
483734,CARDINAL,762
483734,PERSON,Y Chandrachud
483734,PERSON,Chandrachud
483734,GPE,Y.V.
483734,ORG,THE PERFECT POTTERY CO. LTD. & ANR
483734,GPE,CHANDRACHUD
483734,GPE,Y.V.
483734,GPE,CHANDRACHUD
483734,GPE,Y.V.
483734,GPE,CJ
483734,GPE,KAILASAM
483734,GPE,"P.S.
    KOSHAL"
483734,GPE,A.D
483734,DATE,1979
483734,DATE,1979
483734,CARDINAL,3
483734,CARDINAL,762
483734,LAW,"ACT:
         Industrial Disputes  Act"
483734,DATE,1947
483734,LAW,"Section  10(1)(d)	 and
    Madhya Pradesh	Industrial Relations  Act"
483734,DATE,1960
483734,LAW,"Section 51-
    Tribunals"
483734,LAW,the Madhya Pradesh Industrial Relations Act
483734,DATE,1960
483734,ORG,Mines
483734,LAW,the Industrial Disputes Act
483734,DATE,1947
483734,LAW,"section 51 of the
    State Act"
483734,ORG,an Industrial Court
483734,ORG,Mines
483734,LAW,"section 10(1)  (d) of the
    Central Act"
483734,ORG,Central Government	 Industrial Tribunal
483734,ORG,Labour Court
483734,LAW,the  State  Act
483734,LAW,the  Central  Act
483734,ORG,The Industrial  Court
483734,ORG,the Central  Government Industrial Tribunal
483734,ORG,the High Court
483734,ORG,Tribunal
483734,ORG,Tribunal
483734,CARDINAL,1
483734,ORG,Tribiunals
483734,CARDINAL,2
483734,ORG,Tribunals
483734,CARDINAL,127
483734,ORG,Chandrachud
483734,CARDINAL,3
483734,ORG,Tribunals
483734,CARDINAL,4
483734,LAW,"section
    2(8"
483734,LAW,the State Act
483734,ORG,Tribunals
483734,LAW,section 82
483734,CARDINAL,5
483734,LAW,"the State and Central
    Acts"
483734,CARDINAL,132
483734,ORG,The Management  of Express	 Newspapers Ltd.
483734,DATE,1963
483734,CARDINAL,3
483734,CARDINAL,540
483734,CARDINAL,548
483734,CARDINAL,293-295
483734,DATE,1971
483734,LAW,the Judgment and Order
483734,DATE,30-4-1970
483734,ORG,the Madhya Pradesh High Court
483734,CARDINAL,333/68
483734,CARDINAL,48
483734,CARDINAL,27
483734,DATE,1969
483734,PERSON,Gulab Gupta
483734,PERSON,Vineet Kumar
483734,ORG,Appellant
483734,PERSON,V. M. Tarkunde
483734,PERSON,D. N. Misra
483734,ORG,O.C.Mathur
483734,ORG,The Judgmnent of the Court
483734,ORG,"CHANDRACHUD, C. J. The"
483734,ORG,M/s. Perfect Pottery Co. Ltd.
483734,PRODUCT,"Perfect Pottery
Works"
483734,CARDINAL,about 900
483734,ORG,Poly Pather Clay Mines
483734,CARDINAL,about 81
483734,DATE,"April 24, 1967"
483734,ORG,Mines
483734,ORG,"the Pottery
Mazdoor Panchayat"
483734,CARDINAL,128
483734,PERSON,Madhya Pradesh
483734,ORG,"the Regional Labour
Commissioner"
483734,GPE,Jabalpur
483734,CARDINAL,two
483734,ORG,Perfect Pottery Works
483734,LAW,the Madhya Pradesh Industrial Relations Act
483734,DATE,1960
483734,ORG,"Poly
Pather Clay Mines"
483734,LAW,the Industrial Disputes Act
483734,DATE,1947
483734,CARDINAL,two
483734,LAW,the State Act' and 'me Central Act'
483734,ORG,"the Madhya Pradesh State
Government"
483734,DATE,"June 26, 1967"
483734,ORG,the Industrial Court
483734,LAW,section 51 of the State Act
483734,ORG,the Industrial Court
483734,ORG,the Perfect Pottery Co.
483734,GPE,Jabalpur
483734,GPE,Jabalpur
483734,DATE,"July
> 1, 1967"
483734,ORDINAL,first
483734,ORG,The Industrial Court
483734,ORG,The Industrial Court
483734,DATE,"June 30,
1967"
483734,LAW,Writ Petition No. 337 of 67
483734,ORG,the Madhya Pradesh High Court
483734,DATE,"July 1, 1967"
483734,ORG,"the
Central Government"
483734,DATE,"September 16, 1967"
483734,LAW,"section
10(1)(d) of the Central Act"
483734,ORG,the Central Government Industrial Tribunal
483734,ORG,Labour Court
483734,GPE,Jabalpur
483734,ORG,"the Poly Pather Clay Mines of Perfect
> Pottery Co. Ltd."
483734,GPE,Jabalpur
483734,CARDINAL,129
483734,ORG,Chandrachud
483734,CARDINAL,81
483734,DATE,"July 1, 1967"
483734,CARDINAL,two
483734,CARDINAL,one
483734,ORG,the Industrial Court
483734,ORG,the Central Government Industrial Tribunal-cum-Labour Court
483734,ORG,Tribunals
483734,CARDINAL,two
483734,ORG,Tribunals
483734,ORG,Tribunals
483734,ORG,Trade Union
483734,ORG,"the
Industrial Court"
483734,GPE,Madhya Pradesh
483734,DATE,"March 16, 1966"
483734,CARDINAL,two
483734,ORG,Tribunals
483734,ORG,The Central Government Industrial Tribunal-cum- Labour Court
483734,DATE,"July 3, 1968"
483734,ORG,the Industrial Court
483734,DATE,"November 15, 1968"
483734,CARDINAL,three
483734,ORG,the High Court
483734,GPE,Madhya Pradesh
483734,CARDINAL,one
483734,CARDINAL,two
483734,ORG,the High Court
483734,DATE,"April 30, 1970"
483734,LAW,the Writ Petition
483734,LAW,"the Writ
Petitions"
483734,ORG,Court
483734,LAW,"Article 133(1) (a) of the
Constitution"
483734,CARDINAL,Two
483734,ORG,the High Court
483734,ORDINAL,Firstly
483734,ORDINAL,secondly
483734,CARDINAL,130
483734,ORG,The High Court
483734,ORDINAL,first
483734,ORG,Tribunal
483734,ORG,Tribunal
483734,ORDINAL,second
483734,ORG,the High Court
483734,LAW,section 33C(2) of the Central Act
483734,PERSON,Gupta
483734,ORG,the High Court
483734,ORDINAL,first
483734,ORG,Tribunals
483734,ORG,Government
483734,ORG,Tribunals
483734,DATE,"June
22,1967"
483734,ORG,the appellant Union
483734,ORG,the Regional Labour Commissioner
483734,PERSON,Jabalpur
483734,ORDINAL,first
483734,ORG,Company
483734,DATE,"July 1, 1967"
483734,LAW,the Industrial Disputes Act
483734,ORDINAL,second
483734,WORK_OF_ART,"the 131 (Chandrachud, C.
J."
483734,ORG,Union
483734,ORG,Union
483734,DATE,"June 28, 1967"
483734,ORG,"the
Regional Labour Commissioner"
483734,ORG,Union
483734,DATE,"June 22,, 1967"
483734,ORG,Conciliation
483734,LAW,Act
483734,DATE,"April 30, 1970"
483734,ORG,the Industrial Tribunal
483734,ORG,"Labour
Court"
483734,GPE,Jabalpur
483734,ORG,Tribunal
483734,ORG,The High Court
483734,DATE,"June 16, 1967"
483734,ORG,Court
483734,ORG,"The
Management of Express Newspapers Ltd."
483734,ORG,"an
Industrial Tribunal"
483734,LAW,section 2(8) of the State Act
483734,CARDINAL,1
483734,DATE,1963
483734,CARDINAL,3
483734,CARDINAL,540
483734,CARDINAL,548
483734,CARDINAL,132
483734,LAW,the State Act
483734,LAW,"the
State Act"
483734,ORG,Tribunals
483734,LAW,section 82
483734,LAW,the state Act
483734,PERSON,Tarkunde
483734,ORG,"the State
Government"
483734,ORG,a Labour Court
483734,ORG,the Industrial Court
483734,LAW,section 51
483734,LAW,section 82
483734,ORG,the High Court
483734,CARDINAL,two
483734,ORG,Tribunals
483734,LAW,the State and Central Acts
483734,ORDINAL,second
483734,ORG,Tribunals
483734,DATE,a period of six months from today
