tid,LEGAL_SCJUDGE,LEGAL_DESIGN,LEGAL_GEN,LEGAL_PATENT,LEGAL_TRADEMARK,LEGAL_COPYRIGHT,LEGAL_RESERVATION_CATEGORY,LEGAL_CRIMINAL_PROCEDURE,LEGAL_ENTITY,COPYRIGHT_ACT,PATENTS_ACT,DESIGNS_ACT,INFORMATION_TECHNOLOGY_ACT,TRADEMARK_ACT
357841,0,4,27,0,6,0,0,66,8,0,0,0,0,0
374690,0,4,17,0,62,0,0,78,8,0,0,0,0,0
421030,0,7,31,0,0,0,4,66,17,0,0,0,0,0
42490190,0,4,27,0,62,5,4,66,10,0,0,0,0,0
49386818,0,4,31,0,62,0,0,191,1,0,0,0,0,0
508915,0,4,27,3,0,0,4,191,10,0,0,0,0,0
52700318,0,4,31,0,62,0,4,191,17,0,0,0,0,0
574884,0,0,31,0,0,3,4,66,17,0,0,0,0,0
60866758,0,4,31,0,62,5,5,78,8,1,0,0,0,0
614155,0,4,27,3,62,0,0,209,10,0,0,0,0,0
614536,0,4,31,0,62,0,0,209,10,0,0,0,0,0
615459,0,7,27,0,0,3,4,191,10,1,0,0,0,0
618763,0,9,31,0,0,0,4,66,21,0,0,0,0,0
645115,0,4,27,0,62,5,4,209,10,1,0,0,0,0
646292,0,7,31,0,0,0,0,66,1,0,0,0,0,0
652828,0,4,27,0,62,5,4,209,10,1,0,0,0,1
6544121,0,7,30,3,0,3,4,191,21,0,0,0,0,0
663392,0,4,27,0,6,0,0,191,10,0,0,0,0,0
67204010,0,4,27,0,0,0,4,191,10,0,0,0,0,0
6896400,0,7,27,0,62,0,4,209,10,0,0,0,0,1
691314,0,7,2,0,62,22,0,191,16,0,0,0,0,0
700020,0,4,5,0,62,0,4,209,10,0,0,0,0,1
70200400,0,0,5,0,0,0,0,66,17,0,0,0,0,0
73989,0,7,27,0,62,5,4,209,10,0,0,0,0,1
744316,0,4,31,0,62,0,4,209,10,0,0,0,0,0
767356,0,4,27,0,39,5,4,209,10,1,0,0,0,0
78472331,0,4,27,0,62,5,4,209,10,0,0,0,0,0
788484,0,4,31,0,62,0,4,209,10,0,0,0,0,0
8022081,0,7,27,0,39,5,0,209,10,1,0,0,0,0
81162651,0,6,26,0,0,0,0,14,17,0,0,0,0,0
8433581,0,8,2,0,62,5,4,209,10,1,0,0,0,0
850381,0,4,31,3,62,0,5,191,17,0,0,0,0,0
858066,0,4,31,0,62,3,4,191,10,1,0,0,0,0
94612663,0,4,31,0,62,0,4,66,17,0,0,0,0,1
98291024,0,0,31,0,0,0,0,54,6,0,0,0,0,0
928322,0,5,21,0,0,0,4,4,7,0,0,0,0,0
699319,20,8,15,0,0,0,4,4,1,0,0,0,0,0
1988649,7,3,15,0,0,0,4,4,7,0,0,0,0,0
1362442,0,5,19,0,0,0,4,4,4,0,0,0,0,0
357132,0,0,5,0,0,0,4,10,9,0,0,0,0,0
1722050,0,8,15,0,3,0,4,25,7,0,0,0,0,0
985842,0,8,1,0,0,7,4,39,7,0,0,0,0,0
617044,9,5,21,0,0,0,4,4,7,0,0,0,0,0
1885635,0,1,1,0,0,0,4,22,7,0,0,0,0,0
104810373,39,6,1,0,0,13,4,8,10,0,0,0,0,0
4354,21,8,5,0,0,0,4,39,7,0,0,0,0,0
174974,0,8,5,5,0,7,4,16,4,0,0,0,0,0
1341112,7,8,1,0,0,0,7,23,4,0,0,0,0,0
64332,0,8,1,0,0,0,4,23,4,0,0,0,0,0
334293,21,8,5,0,0,7,4,5,10,0,0,0,0,0
137050,0,7,21,0,0,0,0,4,7,0,0,0,0,0
30319311,0,0,6,0,0,0,0,39,4,0,0,0,0,0
832781,36,5,1,0,0,0,4,39,10,0,0,0,0,0
1567371,0,3,13,2,0,0,4,4,10,0,0,0,0,0
76636976,0,7,10,6,8,3,4,0,7,1,1,1,0,1
1168060,0,0,21,0,0,0,0,38,10,0,0,0,0,0
634266,7,3,15,0,0,0,4,48,10,0,0,0,0,0
1664373,0,7,21,0,0,7,4,0,10,0,0,0,0,0
42294818,0,6,13,0,0,0,0,-1,1,0,0,0,0,0
1350547,0,7,5,0,0,0,0,4,2,0,0,0,0,0
199977,0,0,13,0,0,0,4,4,2,0,0,0,0,0
48216667,0,6,13,0,1,7,4,51,4,0,0,0,0,1
611025,15,8,1,0,8,0,0,51,4,0,0,0,0,0
762747,0,8,15,0,0,0,4,4,10,0,0,0,0,0
268937,18,8,1,0,0,0,0,25,7,0,0,0,0,0
104312764,0,7,13,0,0,7,4,4,4,0,0,0,0,0
353751,0,8,13,1,0,0,4,4,10,0,0,0,0,0
584252,0,8,15,0,0,0,4,16,4,0,0,0,0,0
1327080,30,8,10,0,8,3,0,4,7,1,0,0,0,1
1426304,0,5,21,0,0,0,0,39,7,0,0,0,0,0
1951505,0,8,1,0,0,7,0,38,4,0,0,0,0,0
91635,0,7,21,0,0,3,0,39,10,0,0,1,0,0
8919089,0,0,-1,0,0,0,-1,-1,-1,0,0,0,0,0
844819,0,8,13,0,0,0,4,4,2,0,0,0,0,0
634059,0,8,3,0,0,0,4,4,7,0,0,0,0,0
1013766,49,7,21,0,0,0,4,4,4,0,0,0,0,0
1187885,0,0,1,0,0,0,0,5,10,0,0,0,0,0
68469,0,5,21,1,0,0,4,4,10,0,0,0,0,0
1771435,0,0,1,0,0,0,0,16,4,0,0,0,0,0
557368,0,2,21,0,0,0,4,51,7,0,0,0,0,0
743158,32,5,15,2,0,0,4,4,10,0,0,0,0,0
1928398,0,8,15,0,0,0,0,51,0,0,0,0,0,0
309271,0,8,1,0,0,0,4,16,4,0,0,0,0,0
1295746,0,6,21,0,0,0,0,4,4,0,0,0,0,0
938898,0,5,6,1,0,0,4,4,4,0,0,0,0,0
1134697,26,8,2,0,0,7,-1,54,9,0,0,0,0,0
1505859,0,2,11,0,0,0,4,4,4,0,0,0,0,0
310087,0,0,3,0,0,0,4,39,8,0,0,0,0,0
91986422,27,8,21,6,10,0,4,3,8,0,1,0,0,0
380655,32,0,13,0,0,0,0,4,10,0,0,0,0,0
1830927,36,8,13,1,0,2,4,16,9,0,0,0,0,0
33136745,0,7,1,0,8,0,0,22,4,0,0,0,0,0
912526,42,8,1,0,0,0,0,0,7,0,0,0,0,0
292286,0,8,21,0,0,7,0,54,8,0,0,0,0,0
1716282,0,1,1,0,0,0,4,5,4,0,0,0,0,0
429924,0,0,21,0,0,0,0,16,4,0,0,0,0,0
176039345,6,8,1,0,0,0,0,16,10,0,0,0,0,0
810279,0,8,21,0,0,2,7,4,10,1,0,0,0,0
88087196,0,8,6,0,8,4,0,16,4,1,0,0,0,1
309307,9,5,21,0,0,0,4,16,10,0,0,0,0,0
69624144,8,8,21,0,0,0,4,29,4,0,0,0,0,0
170697,30,8,1,1,0,7,4,33,7,0,0,0,0,0
1154981,28,8,1,0,0,0,4,0,10,0,0,0,0,0
1474119,0,8,5,0,0,0,2,16,4,0,0,0,0,0
42355707,33,8,15,0,0,7,0,4,10,0,0,0,0,0
146940961,0,8,20,0,0,0,0,16,8,0,0,0,0,0
1278222,0,1,13,0,0,0,0,39,4,0,0,0,0,0
62991042,0,8,-1,0,0,0,4,4,10,0,0,0,0,0
223504,15,8,13,0,0,-1,7,38,8,0,0,0,0,0
31239895,0,0,6,0,0,0,0,11,9,0,0,0,0,0
582634,0,8,13,0,0,2,4,36,4,1,0,0,0,0
2671204,0,8,15,0,0,0,4,4,-1,0,0,0,0,0
1030976,39,8,1,0,0,7,0,16,1,0,0,0,0,0
1905157,0,8,1,6,0,0,0,38,4,0,1,1,0,0
672966,0,8,21,0,8,3,4,0,7,1,0,0,0,0
528391,0,7,-1,0,8,7,0,-1,1,0,0,0,0,1
94788795,0,0,19,0,0,0,0,16,2,0,0,0,0,0
292442,0,0,21,0,0,0,0,30,2,0,0,0,0,0
52129591,0,8,21,6,0,7,2,16,7,1,1,1,0,1
1187886,0,0,13,0,0,0,0,4,7,0,0,0,0,0
1022584,0,8,11,0,0,0,0,40,10,0,0,0,0,0
486081,30,5,5,0,0,0,4,38,8,0,0,0,0,0
860600,38,5,1,2,6,4,0,26,4,1,0,0,0,1
444303,0,5,2,0,0,0,4,4,4,0,0,0,0,0
1341716,0,8,1,0,0,0,4,16,10,0,0,0,0,0
1877462,0,8,21,0,0,0,4,38,10,0,0,0,0,0
1500505,0,5,1,0,0,0,0,3,4,0,0,0,0,0
1353689,12,8,11,2,0,0,7,51,4,0,0,0,0,0
994554,38,8,1,0,0,7,0,41,4,0,0,0,0,0
6137338,0,5,21,0,0,0,7,16,4,0,0,1,0,0
1103984,0,8,15,0,0,0,4,39,8,0,0,0,0,0
465681,0,0,21,0,0,0,0,4,10,0,0,0,0,0
867423,0,8,21,1,0,0,0,4,7,0,0,0,0,0
1991497,0,6,1,0,0,0,4,39,4,0,0,0,0,0
1960330,38,8,2,0,0,5,4,16,2,0,0,0,0,0
109874394,0,8,21,0,6,8,4,19,7,1,0,1,0,0
71315,32,5,15,1,0,0,4,4,10,0,0,0,0,0
280485,0,5,6,0,0,0,4,39,4,0,0,0,0,0
1129833,0,1,15,0,0,5,0,4,8,0,0,0,0,0
639803,0,8,11,0,0,0,0,54,2,0,0,0,0,0
206804,0,3,20,0,0,0,0,5,9,0,0,0,0,0
36937,0,7,1,0,0,7,0,38,10,0,0,0,0,0
382721,0,8,2,0,0,0,4,16,10,0,0,0,0,0
379222,0,0,13,0,0,0,0,0,7,0,0,0,0,0
875590,0,8,11,0,0,0,4,0,4,0,0,0,0,0
1246653,0,8,20,0,0,13,4,16,7,0,0,0,0,0
590022,0,0,1,0,0,0,4,25,4,0,0,0,0,0
837614,0,2,1,0,0,0,6,38,4,0,0,0,0,0
176508424,0,8,19,0,0,4,4,16,10,1,0,0,0,1
39169380,0,8,1,0,0,3,4,0,7,1,0,0,0,0
37963,43,5,1,0,0,0,0,39,8,0,0,0,0,0
1641452,8,8,13,2,0,0,0,0,7,0,0,0,0,0
108020655,29,1,1,0,0,0,0,41,8,0,0,0,0,0
1700195,0,0,21,1,0,0,4,4,4,0,0,0,0,0
1697217,0,5,21,1,0,7,4,5,7,0,0,0,0,0
1831036,0,8,11,0,6,6,7,4,7,0,0,0,0,0
794955,0,5,11,0,0,0,4,4,10,0,0,0,0,0
33194727,0,8,5,6,9,7,4,40,4,1,1,1,1,1
962370,0,0,0,0,0,0,0,11,10,0,0,0,0,0
1271015,0,3,8,0,8,3,0,36,7,1,0,0,0,0
1615016,0,7,1,0,0,0,4,38,1,0,0,0,0,1
1053542,5,1,1,0,0,0,4,25,8,0,0,0,0,0
20356733,0,7,22,0,0,0,0,39,4,0,0,0,0,0
1304475,11,8,1,0,0,0,4,25,8,0,0,0,0,0
849254,0,7,21,0,0,7,0,39,8,0,0,0,0,0
241970,26,8,11,0,0,0,0,4,10,0,0,0,0,0
468834,0,8,21,0,0,0,4,5,10,0,0,0,0,0
1023674,0,5,5,0,0,0,0,0,8,0,0,0,0,0
1482259,0,-1,21,0,0,0,2,13,2,0,0,0,0,0
653417,21,5,2,0,0,0,4,5,4,0,0,0,0,0
329158,0,8,13,2,0,7,4,4,10,0,0,0,0,0
199908142,0,8,5,0,0,7,4,38,10,0,0,0,0,0
1484358,0,0,21,0,0,0,0,9,4,0,0,0,0,0
403501,0,6,7,0,0,0,4,0,10,0,0,0,0,0
1147125,0,5,15,2,0,0,4,4,4,0,0,0,0,0
17789938,0,7,10,0,8,0,0,39,8,0,1,1,0,0
491934,0,0,15,0,0,0,0,23,7,0,0,0,0,0
1763592,0,5,11,0,0,0,4,4,10,0,0,0,0,0
296025,0,0,21,0,0,8,0,4,9,0,0,0,0,0
54995969,0,5,1,0,0,0,0,54,8,0,0,0,0,0
458739,0,0,21,0,0,7,0,4,7,0,0,0,0,0
1752565,0,5,21,0,0,0,0,39,7,0,0,0,0,0
96002,0,8,21,0,0,0,4,38,10,0,0,0,0,0
128161,0,3,1,0,0,0,4,25,8,0,0,0,0,0
1341895,40,0,13,0,0,0,0,16,10,0,0,0,0,0
165621647,42,5,13,0,0,0,0,39,10,0,0,0,0,0
980877,0,3,15,0,8,7,4,38,7,0,0,0,0,0
1725672,0,8,1,0,0,5,0,0,1,0,0,0,0,0
1130742,0,6,11,0,0,0,4,4,2,0,0,0,0,0
111777378,35,8,21,2,0,0,0,38,10,0,0,0,0,0
279427,7,3,21,0,0,0,4,4,9,0,0,0,0,0
1754074,0,7,10,0,0,3,4,4,4,1,0,0,0,0
784749,0,0,21,0,0,0,0,38,2,0,0,0,0,0
732612,28,0,1,0,0,0,0,0,1,0,0,0,0,0
1414629,0,6,1,0,0,4,0,4,10,1,0,0,0,0
857323,0,5,1,0,0,13,4,4,7,1,0,0,0,0
47808634,0,8,1,0,0,13,4,16,4,0,0,0,0,0
1867924,0,0,20,0,0,0,0,4,10,0,0,0,0,0
1333219,0,7,21,0,1,0,0,4,10,0,0,0,0,1
1186368,0,2,15,0,0,0,6,54,7,0,0,0,0,0
102886851,0,7,14,0,0,0,4,16,10,0,0,0,0,0
1610804,0,3,21,0,0,0,4,4,4,0,0,0,0,0
736105,0,1,1,1,0,0,4,4,2,0,0,0,0,0
1566,0,8,10,2,0,0,4,39,8,0,0,0,0,0
605322,0,0,6,0,0,0,0,16,7,0,0,0,0,0
1902038,0,6,7,2,0,2,4,39,10,0,0,0,0,0
74910860,-1,8,3,2,0,0,4,-1,4,0,0,0,0,0
51689837,0,8,1,0,0,0,4,53,7,0,0,0,0,0
6547,0,8,3,0,0,7,7,0,7,0,0,0,0,0
1844910,-1,8,1,0,0,0,0,21,10,0,0,0,0,0
1024124,0,5,5,0,0,0,0,5,10,0,0,0,0,0
79561,0,0,13,0,0,13,4,16,7,0,0,0,0,0
119316583,0,5,0,0,0,0,0,39,8,0,0,0,0,0
1890994,7,0,1,0,0,0,4,23,7,0,0,0,0,0
982330,0,5,1,0,0,0,0,16,10,0,0,0,0,0
175238601,47,5,21,0,8,3,4,40,4,1,0,0,0,1
793618,0,7,21,0,6,3,0,16,0,0,1,1,0,0
181459283,8,8,15,2,0,7,7,16,8,0,1,0,0,0
1149874,0,1,1,2,0,0,4,0,4,0,0,0,0,0
625240,0,8,-1,0,0,-1,0,-1,7,1,0,0,0,0
871220,0,8,15,0,0,7,4,4,7,0,0,0,0,0
866760,0,2,11,0,0,0,0,48,9,0,0,0,0,0
1240131,0,0,21,0,0,7,4,4,10,0,0,0,0,0
162432291,0,1,21,0,0,0,0,16,4,0,0,0,0,0
1131957,0,8,13,0,0,3,0,16,8,1,0,1,0,0
946842,0,0,3,0,0,0,4,4,4,0,0,0,0,0
1163546,0,1,1,0,0,0,0,47,0,0,0,0,0,0
864375,44,3,15,2,0,7,4,23,7,0,0,0,0,0
1299452,0,0,1,0,7,7,0,16,7,0,0,0,0,1
306336,0,3,1,0,0,0,0,4,10,0,0,0,0,0
1732220,0,8,1,0,0,8,0,21,4,0,0,0,0,0
5114588,19,8,21,1,0,0,4,4,4,0,0,0,0,0
26718353,0,0,21,0,0,0,0,38,7,0,0,0,0,0
1742704,28,8,11,0,0,7,0,21,4,0,0,0,0,0
169522737,0,0,5,0,0,0,4,39,8,0,0,0,0,0
735457,0,5,1,0,0,7,4,0,4,0,0,0,0,0
138217214,0,5,15,0,0,0,0,5,10,0,0,0,0,0
1462242,0,8,21,0,0,0,4,4,0,0,0,0,0,0
1599972,0,5,15,0,0,0,-1,4,4,0,0,0,0,0
391843,28,8,1,0,0,0,4,51,5,0,0,0,0,0
1672214,0,1,6,2,0,0,0,4,4,0,0,0,0,0
137734242,0,1,1,0,0,0,4,16,2,0,0,0,0,0
1882267,0,1,1,2,0,7,4,4,4,0,0,0,0,0
290962,0,8,11,0,0,0,4,4,7,0,0,0,0,0
1920837,0,1,13,0,0,0,0,39,7,0,0,0,0,0
292146,0,7,15,0,8,0,4,16,4,0,0,0,0,0
176122260,29,5,1,0,0,0,4,38,4,0,0,0,0,0
189337794,0,1,2,0,6,3,0,19,4,0,0,0,0,0
1147963,0,0,21,0,0,0,-1,39,10,0,0,0,0,0
565540,0,5,10,0,8,3,0,51,-1,1,0,0,0,0
275246,0,-1,21,0,0,0,4,4,10,0,0,0,0,0
1695101,20,0,1,1,0,0,0,51,10,0,0,0,0,0
893844,0,3,21,0,0,0,0,4,4,0,0,0,0,0
386457,0,6,1,0,0,0,4,25,2,0,0,0,0,0
1576587,0,6,21,0,0,0,7,4,4,0,0,0,0,0
1442144,0,0,14,0,0,0,4,4,0,0,0,0,0,0
476474,38,8,14,0,0,0,7,16,10,0,0,0,0,0
941137,0,0,20,0,0,0,4,51,-1,0,0,0,0,0
896874,0,0,20,0,0,0,4,9,2,0,0,0,0,0
39679,0,8,1,0,0,0,4,38,10,0,0,0,0,0
1329151,0,7,1,0,0,0,4,2,4,0,0,0,0,0
2044127,0,0,0,0,-1,0,0,25,10,0,0,0,0,0
524871,0,0,13,0,0,8,4,16,2,0,0,0,0,0
1960340,0,8,1,0,0,0,4,16,3,0,0,0,0,0
1965204,0,1,1,0,0,0,4,51,7,0,0,0,0,0
168489488,0,7,2,0,0,1,0,16,7,1,0,1,0,0
1738256,33,-1,13,0,0,0,0,38,10,0,0,0,0,0
988645,0,8,15,0,0,0,0,25,10,0,0,0,0,0
315836,0,8,10,0,8,3,0,38,7,1,0,0,0,1
1465670,0,0,11,0,0,0,0,4,4,0,0,0,0,0
1276331,0,8,5,0,0,7,4,39,4,0,0,0,0,0
183984262,0,7,21,0,0,1,0,-1,1,1,0,1,0,1
435765,36,1,1,0,0,0,4,4,7,0,0,0,0,0
166007515,29,6,1,2,0,0,4,16,4,0,0,0,0,0
1514512,46,7,11,0,6,0,7,16,4,0,0,0,0,1
96932,0,0,13,2,0,0,4,4,10,0,0,0,0,0
112850760,21,1,5,2,4,5,4,54,4,0,0,0,0,0
1300072,0,3,6,0,0,0,4,16,4,0,0,0,0,0
1629830,22,5,5,0,0,7,7,16,6,0,0,0,0,0
1907642,0,8,21,0,0,7,4,4,10,0,0,0,0,0
685234,21,5,1,0,0,0,7,0,8,0,0,0,0,0
1194654,0,1,6,0,0,13,4,0,4,1,0,0,0,0
1475926,9,1,5,0,0,0,6,4,10,0,0,0,0,0
1668065,11,8,11,1,0,0,4,4,10,0,0,0,0,0
70463837,0,8,20,0,0,7,0,39,10,0,0,0,0,0
1869992,0,-1,11,0,0,0,0,0,10,0,0,0,0,0
104377,0,8,21,2,0,0,4,16,4,0,0,0,0,0
70487596,28,5,18,0,0,4,4,16,4,1,1,1,0,0
710165,0,0,10,0,0,3,0,31,0,1,0,0,0,0
317172,0,5,15,0,0,0,4,4,10,0,0,0,0,0
1916388,11,8,5,1,0,0,4,38,7,0,0,0,0,0
1326499,0,7,20,0,0,0,4,4,7,0,0,0,0,0
769115,0,8,15,0,8,0,4,42,7,0,0,0,0,1
833158,0,8,5,0,0,2,0,4,-1,0,0,0,0,0
467194,0,7,1,0,-1,9,1,37,10,0,0,0,0,0
850428,38,0,1,0,0,0,0,16,10,0,0,0,0,0
963790,0,7,11,0,0,7,0,39,8,0,0,0,0,0
80997184,0,7,21,0,0,7,4,39,8,0,0,0,1,0
1097981,0,8,15,0,0,0,0,48,7,0,0,0,0,0
1856009,0,0,0,0,0,0,0,4,10,0,0,0,0,0
40533940,0,8,15,2,0,0,0,4,4,0,0,0,0,0
1247926,0,7,10,0,0,0,0,16,10,0,0,0,0,1
281850,0,0,2,0,0,0,0,4,10,0,0,0,0,0
762055,0,8,8,0,0,3,0,4,4,1,0,0,0,0
56087922,0,8,11,0,0,0,0,4,7,0,0,0,0,0
894494,7,8,1,0,0,7,0,0,10,0,0,0,0,0
1831078,0,0,1,0,0,0,4,16,10,0,0,0,0,0
1487019,0,0,21,0,0,0,0,0,8,0,0,0,0,0
50089303,47,0,22,0,0,0,0,4,4,0,0,0,0,0
47391891,0,0,19,0,0,2,4,4,1,0,0,0,0,0
681866,32,1,20,0,0,0,4,20,10,0,0,0,0,0
1543503,0,7,13,0,2,3,0,38,4,0,1,1,0,0
189907,0,8,1,1,8,0,4,26,10,0,0,0,0,0
1159790,0,1,20,0,0,0,4,4,4,0,0,0,0,0
1355660,36,5,1,0,0,7,0,51,9,0,0,0,0,0
1586918,0,6,11,0,0,0,0,4,4,0,0,0,0,0
1330629,0,5,1,0,0,0,4,0,7,0,0,0,0,0
1378876,0,5,21,0,0,0,0,4,7,0,0,0,0,0
1425094,0,7,1,2,0,0,0,21,4,0,0,0,0,0
487303,0,7,13,2,0,4,4,19,7,1,0,0,0,1
288525,7,0,21,1,0,0,4,4,7,0,0,0,0,0
248715,0,0,1,0,0,0,0,4,10,0,0,0,0,0
350628,28,0,21,0,0,0,0,4,10,0,0,0,0,0
1334665,0,1,1,0,0,0,4,0,10,0,0,0,0,0
64231867,13,0,16,0,0,0,4,4,4,0,0,0,0,0
1550190,0,6,20,0,0,0,4,38,7,0,0,0,0,0
1104087,27,5,13,0,0,0,4,5,8,0,0,0,0,0
162420,0,5,5,0,0,0,0,4,4,0,0,0,0,0
1354608,23,8,1,1,0,0,4,41,10,0,0,0,0,0
1292071,0,8,15,0,0,0,0,0,2,0,0,0,0,0
1056935,32,3,14,0,0,0,0,4,10,0,0,0,0,0
442517,-1,3,21,0,0,0,4,4,4,0,0,0,0,0
414792,21,5,3,0,0,0,4,39,8,0,0,0,0,0
1813801,21,3,11,1,0,7,4,29,9,0,0,0,0,0
1214980,44,8,21,0,0,7,4,4,10,0,0,0,0,0
290385,0,0,20,0,0,0,4,4,10,0,0,0,0,0
525017,0,8,2,0,0,0,0,4,4,0,0,0,0,0
1156538,16,6,19,0,0,0,0,4,10,0,1,0,0,1
65293457,0,8,19,0,0,0,0,16,8,0,0,0,0,0
627069,32,0,1,0,0,0,4,4,4,0,0,0,0,0
347224,0,0,1,0,0,0,0,23,10,0,0,0,0,0
691481,49,3,21,0,0,0,0,4,2,0,0,0,0,0
103434922,0,-1,11,2,0,0,0,-1,1,0,0,0,0,0
1073828,0,0,13,0,0,7,4,4,0,0,0,0,0,0
1911637,0,5,21,0,0,0,0,38,1,0,0,0,0,0
453977,0,5,1,1,0,7,0,4,4,0,0,0,0,0
1213194,0,6,1,0,0,0,4,25,7,0,0,0,0,0
188348,0,8,15,0,0,7,0,39,4,0,0,0,0,0
112896520,0,8,14,0,0,0,4,-1,-1,0,0,0,0,0
1212077,0,0,1,0,6,0,7,4,2,0,0,0,0,0
1738333,15,5,1,0,0,0,4,4,5,0,0,0,0,0
529229,0,0,2,0,0,0,0,4,10,0,0,0,0,0
1923487,0,0,20,0,0,0,4,39,8,0,0,0,0,0
323576,0,8,15,0,0,0,0,18,10,0,0,0,0,0
63283859,0,8,15,2,0,0,4,4,0,0,0,0,0,0
85467018,0,8,15,0,0,0,0,16,2,0,0,0,0,0
455122,46,5,21,0,0,0,4,4,10,0,0,0,0,0
1382698,0,8,11,0,0,0,5,16,10,0,0,0,0,0
1954356,21,5,11,1,0,7,4,5,8,0,0,0,0,0
194456776,29,-1,15,0,0,0,4,4,4,0,0,0,0,0
1999324,0,6,1,0,0,0,4,16,4,0,0,0,0,0
603848,0,8,13,0,0,3,0,38,4,1,0,0,0,0
850821,0,6,5,0,0,0,4,4,10,0,0,0,0,0
1411268,0,0,21,0,0,0,0,4,4,0,0,0,0,0
85089691,0,8,1,0,0,11,7,38,7,1,0,0,0,0
41554823,0,5,13,0,0,0,7,16,7,0,0,0,0,0
977497,0,6,10,0,5,3,7,16,7,1,0,0,0,0
1006468,0,7,13,0,1,0,0,16,4,0,0,0,0,1
