tid,LEGAL_SCJUDGE,LEGAL_DESIGN,LEGAL_GEN,LEGAL_PATENT,LEGAL_TRADEMARK,LEGAL_COPYRIGHT,LEGAL_RESERVATION_CATEGORY,LEGAL_CRIMINAL_PROCEDURE,LEGAL_ENTITY,COPYRIGHT_ACT,PATENTS_ACT,DESIGNS_ACT,INFORMATION_TECHNOLOGY_ACT,TRADEMARK_ACT
1425907,0,1,13,0,0,0,0,4,4,0,0,0,0,0
1597179,0,0,15,0,0,0,4,4,10,0,0,0,0,0
494408,0,1,1,0,0,0,4,25,4,0,0,0,0,0
1604568,0,5,-1,0,0,0,4,16,8,0,0,0,0,0
63489929,15,8,5,0,0,8,-1,38,7,0,0,0,0,0
181033,0,3,15,0,0,0,-1,0,7,0,0,0,0,0
1507797,0,1,13,0,0,0,0,4,4,0,0,0,0,0
1741949,0,5,1,0,0,0,0,4,10,0,0,0,0,0
1766312,0,7,21,0,0,0,0,4,4,0,0,1,0,0
58263027,0,8,5,0,0,0,0,39,7,0,0,0,0,0
509065,-1,5,2,0,0,0,0,16,4,0,0,0,0,0
338008,0,8,1,0,0,6,4,25,5,0,0,0,0,0
1986616,0,8,1,0,0,0,0,49,10,0,0,0,0,0
1022090,0,8,15,0,8,13,0,0,7,0,0,0,0,0
769926,33,7,10,0,8,3,0,19,7,0,0,0,0,0
81086651,0,7,11,0,0,0,0,4,4,0,0,0,0,1
120358,36,8,5,0,0,7,5,29,7,0,0,0,0,0
1202878,0,6,1,0,0,0,0,16,7,0,0,0,0,0
651705,8,8,5,0,0,7,4,39,8,0,0,0,0,0
246887,0,7,21,0,0,0,0,4,4,0,0,0,0,0
693281,0,0,2,0,0,0,4,4,10,0,0,0,0,0
105936170,37,5,14,0,0,7,0,4,10,0,0,0,0,0
1092394,0,1,7,0,0,0,4,6,10,0,0,0,0,0
1199558,0,8,21,0,0,0,4,4,10,0,0,0,0,0
65151197,7,7,13,0,0,0,4,4,10,0,0,0,0,0
1767393,0,5,1,0,0,0,4,38,4,0,0,0,0,0
446174,0,0,21,0,0,14,4,4,10,0,0,0,0,0
1869228,0,5,3,2,0,0,0,4,1,0,0,0,0,0
1806604,0,8,15,0,1,0,0,38,0,0,0,0,0,0
133640019,17,6,13,0,0,0,0,54,8,0,0,0,0,0
94514,0,0,21,0,0,10,4,48,9,0,0,0,0,0
1611775,0,3,14,0,0,7,0,54,10,0,0,0,0,0
1660833,0,8,5,0,0,0,4,16,10,0,0,0,0,0
687034,0,7,14,0,0,7,0,4,7,0,0,0,0,0
1274327,0,0,20,2,0,0,0,38,10,0,0,0,0,0
950361,7,8,5,1,0,0,4,1,4,0,0,0,0,0
1877956,0,0,1,0,0,0,0,4,10,0,0,0,0,0
890637,0,8,3,0,0,0,4,39,8,0,0,0,0,0
1006709,0,8,1,0,0,0,0,16,4,0,0,0,0,0
1401520,0,8,11,2,0,0,4,4,1,0,0,0,0,0
1656601,0,5,1,0,0,0,4,38,4,0,0,0,0,0
619152,0,8,5,0,0,0,4,39,8,0,0,0,0,0
1292463,0,0,11,0,0,0,0,38,10,0,0,0,0,0
1589218,32,0,11,0,0,0,4,4,4,0,0,0,0,0
99670896,0,7,21,0,8,3,7,26,4,1,0,1,0,0
3849421,40,6,-1,3,8,-1,0,38,4,1,0,1,0,0
96706,0,0,20,0,0,0,4,39,8,0,0,0,0,0
743328,0,8,11,0,0,0,4,4,8,0,0,0,0,0
1213021,44,7,1,0,0,7,4,4,7,0,0,0,0,0
1007946,0,0,11,0,0,7,0,4,7,0,0,0,0,0
407511,0,0,20,0,0,0,4,4,4,0,0,0,0,0
102852,0,8,5,0,0,0,7,39,4,0,0,0,0,0
314044,36,8,5,0,0,0,4,-1,8,0,0,0,0,0
81824666,37,1,1,0,0,0,0,22,8,0,0,0,0,0
757639,0,8,21,0,0,0,0,54,8,0,0,0,0,0
1815080,0,8,9,0,0,0,4,4,10,0,0,0,0,0
1120137,0,7,13,0,0,5,4,39,10,0,0,0,0,0
1121229,0,8,21,2,0,0,0,16,-1,0,0,0,0,0
629330,0,0,20,0,0,0,7,4,10,0,0,0,0,0
424874,48,8,5,0,0,7,4,4,7,0,0,0,0,0
67255,49,1,10,0,0,3,0,19,4,1,0,0,0,0
1104701,0,7,13,0,6,0,4,42,8,0,0,0,0,0
1086058,7,8,11,0,0,2,4,4,4,0,0,0,0,0
816271,0,3,2,0,0,0,5,39,7,0,0,0,0,0
1261492,0,8,1,0,0,0,6,38,8,0,0,0,0,0
317554,0,7,3,0,0,8,4,4,4,0,0,0,0,0
307021,0,5,21,0,0,0,4,54,9,0,0,0,0,0
151308629,-1,8,21,1,0,3,4,4,4,0,0,0,0,1
214713,0,8,13,0,0,0,4,4,7,0,0,0,0,0
130353321,23,1,22,0,0,0,0,4,10,0,0,0,0,0
1038563,0,0,5,0,0,0,4,39,8,0,0,0,0,0
29023706,11,1,11,0,0,0,0,20,7,0,0,0,0,0
1643349,0,5,7,2,0,0,0,4,4,0,0,0,0,0
410114,0,2,20,0,0,0,4,4,9,0,0,0,0,0
165099707,36,8,1,-1,0,7,7,39,4,0,0,0,0,0
187706,0,5,2,0,0,0,4,4,10,0,0,0,0,0
39217891,0,7,11,0,8,0,7,4,4,0,0,0,0,0
1326478,0,8,15,0,0,7,0,39,8,0,0,0,0,0
1206795,0,7,15,0,6,9,4,4,1,1,0,0,0,1
261992,0,6,1,0,0,0,0,16,2,0,0,0,0,0
511784,0,0,1,0,0,0,0,54,8,0,0,0,0,0
1405951,0,7,21,0,0,3,0,39,8,0,0,0,0,1
165968354,0,-1,14,0,0,0,7,-1,10,0,0,0,0,0
160205361,0,0,21,2,0,0,0,39,8,0,0,0,0,0
184660633,21,8,1,0,0,7,4,-1,4,0,0,0,0,0
761967,22,8,5,0,0,7,4,4,4,0,0,0,0,0
471272,38,7,5,0,0,0,4,4,7,0,0,0,0,0
657557,0,8,1,0,0,0,4,54,10,0,0,0,0,0
179814250,0,8,13,0,7,0,4,36,4,0,0,0,0,1
873775,0,7,18,0,1,7,0,4,8,0,0,0,0,1
1596320,32,0,21,0,0,0,4,4,10,0,0,0,0,0
112937069,0,4,2,0,0,3,0,25,4,1,1,1,0,1
89164,0,8,15,0,1,0,0,4,4,0,0,0,0,0
1297488,0,1,15,0,0,0,0,4,9,0,0,0,0,0
1564015,0,5,5,0,0,0,4,25,7,0,0,0,0,0
107853771,0,7,10,0,8,3,4,3,4,1,1,1,0,1
1278868,0,5,15,2,0,13,0,16,7,0,0,0,0,0
540642,0,6,13,0,0,0,0,16,8,0,0,0,0,0
911084,0,3,13,0,0,0,0,0,0,0,0,0,0,0
1440160,0,-1,10,0,0,3,0,26,4,0,0,0,0,0
183600564,0,5,11,1,0,0,4,16,7,0,1,0,0,0
1033812,0,0,1,0,0,0,4,0,0,0,0,0,0,0
759618,0,1,13,1,0,3,0,4,4,1,0,1,0,0
1861080,0,8,11,0,0,0,4,4,3,0,0,0,0,0
1110013,0,3,21,1,0,0,4,16,1,0,0,0,0,0
150473,0,3,11,0,0,0,0,0,7,0,0,0,0,0
309541,30,6,1,0,0,0,4,53,4,0,0,0,0,0
1313207,20,8,21,0,0,0,4,38,7,0,0,0,0,0
1307266,0,1,1,0,0,7,0,39,2,0,0,0,0,0
75646,7,0,5,0,0,0,0,4,10,0,0,0,0,0
1151918,0,1,1,0,0,0,0,4,10,0,0,0,0,0
1033637,0,7,21,0,0,0,0,5,9,0,0,0,0,0
183717026,19,0,11,0,0,0,0,16,10,0,0,0,0,0
996328,12,1,11,0,0,7,4,4,10,0,0,0,0,0
1989264,0,6,21,0,0,0,4,4,10,0,0,0,0,0
175829,0,6,15,0,0,0,6,39,9,0,0,0,0,0
693891,46,5,21,0,8,0,0,4,4,0,0,0,0,1
74028,0,8,1,-1,0,0,0,16,8,0,0,0,0,0
1723469,7,0,21,0,0,0,4,4,2,0,0,0,0,0
1900118,0,0,2,0,0,0,0,16,10,0,0,0,0,0
188429772,0,0,20,0,0,0,0,4,4,0,0,0,0,0
1940266,0,1,21,0,0,0,4,4,8,0,0,0,0,0
952975,7,8,21,1,0,0,0,4,4,0,0,0,0,0
109700315,0,0,-1,0,0,0,0,5,10,0,0,0,0,0
27773000,41,8,13,1,0,0,4,4,7,0,0,0,0,0
231341,0,5,12,0,0,0,4,5,4,0,0,0,0,0
885778,0,5,13,0,0,0,0,5,10,0,0,0,0,0
80498353,0,0,6,0,0,0,0,54,8,0,0,0,0,0
425153,0,8,5,0,0,0,4,4,2,0,0,0,0,0
135809,0,8,15,0,0,0,0,35,10,0,0,0,0,0
1685319,18,8,21,0,0,0,0,4,2,0,0,0,0,0
1509628,0,2,11,1,0,0,4,16,8,0,0,0,0,0
1822024,26,8,21,0,0,0,0,4,10,0,0,0,0,0
501542,0,5,19,0,0,0,4,39,10,0,0,0,0,0
152460,0,8,15,0,0,0,4,4,10,0,0,0,0,0
1098305,33,0,1,0,4,0,0,38,10,0,0,0,0,0
1999671,0,8,1,0,0,0,0,8,4,0,0,0,0,0
1719469,38,8,1,0,0,5,4,43,10,0,0,0,0,0
678038,0,1,13,0,0,7,4,4,10,0,0,0,0,0
1483262,0,5,20,0,0,0,4,50,4,0,0,0,0,0
1290723,0,3,2,0,0,0,4,4,4,0,0,0,0,0
81716407,6,8,5,0,0,0,0,4,9,0,0,0,0,0
188357431,0,3,1,0,8,13,4,16,4,0,0,0,0,0
1750914,0,8,1,0,0,0,0,4,4,0,0,0,0,0
181654439,1,8,1,0,5,3,4,4,10,0,0,0,0,0
82620,47,5,21,0,6,3,4,4,4,0,0,0,0,1
620904,12,0,1,0,0,7,0,48,7,0,0,0,0,0
579822,0,7,21,0,0,0,4,16,9,0,0,0,0,0
1382657,7,8,21,1,0,0,0,4,7,0,0,0,0,0
1453719,12,0,14,0,0,0,0,4,4,0,0,0,0,0
1134429,32,2,1,0,0,0,4,39,10,0,0,0,0,0
155272316,0,7,2,0,0,0,4,0,7,0,0,0,0,0
1682715,0,7,15,0,0,3,0,16,7,0,0,1,0,0
1718159,0,5,11,0,0,0,0,0,10,0,0,0,0,0
1132299,0,7,10,0,0,0,0,4,4,0,0,0,0,1
73583860,0,8,15,0,0,0,0,38,4,0,0,0,0,0
820931,0,0,21,0,0,0,0,4,10,0,0,0,0,0
647343,0,3,5,0,0,0,4,54,7,0,0,0,0,0
1616148,0,0,1,0,0,0,4,38,10,0,0,0,0,0
1703545,0,8,1,0,0,8,0,4,10,0,0,0,0,0
850597,0,5,21,0,0,0,4,16,10,0,0,0,0,0
1659850,0,8,5,2,0,0,0,4,4,0,0,0,0,0
899744,7,8,11,0,0,2,0,4,7,0,0,0,0,0
1536230,0,3,21,2,0,0,4,4,10,0,0,0,0,0
1988625,0,8,21,0,0,0,0,39,10,0,0,0,0,0
1947054,0,5,11,1,0,0,4,4,10,0,0,0,0,0
1611623,7,5,1,0,0,0,4,15,4,0,0,0,0,0
1224686,0,8,3,0,0,7,4,4,7,0,0,0,0,0
344644,0,3,2,0,0,0,0,16,2,0,0,0,0,0
1939993,0,8,5,0,0,7,4,0,4,0,0,0,0,0
1662395,28,0,11,1,0,0,0,4,7,0,0,0,0,0
55517912,44,2,21,2,0,0,4,4,7,0,0,0,0,0
108509106,0,7,13,0,0,0,0,19,9,0,0,0,0,0
67143323,0,5,21,0,0,0,7,5,10,0,0,0,0,0
279466,0,5,15,0,0,7,4,39,8,0,0,0,0,0
1014138,46,1,8,0,0,2,4,4,8,0,0,0,0,0
350976,7,0,13,0,0,0,0,4,8,0,0,0,0,0
28356393,0,8,21,1,0,0,4,4,7,0,0,0,0,0
899181,0,3,1,0,0,7,4,22,7,0,0,0,0,0
1979794,7,0,1,1,0,0,4,16,8,0,0,0,0,0
968805,0,0,1,0,0,0,4,25,4,0,0,0,0,0
374340,24,6,21,2,0,0,0,39,4,0,0,0,0,0
161939,38,7,14,0,0,0,4,0,8,0,0,0,0,0
73767384,0,5,15,0,8,0,4,4,7,0,0,0,0,0
1798615,0,0,20,0,0,0,0,4,10,0,0,0,0,0
68799740,0,8,21,0,8,4,4,-1,4,1,0,0,0,1
1195618,0,7,2,0,0,3,0,4,10,0,0,1,0,0
1439704,0,7,10,0,0,3,4,4,10,1,0,0,0,0
1519371,0,2,1,0,0,3,0,0,7,0,0,0,0,0
138826371,0,0,21,0,0,0,0,16,8,0,0,0,0,0
1986966,0,5,13,1,0,0,0,16,-1,0,0,0,0,0
821579,0,5,1,2,0,0,7,25,4,0,0,0,0,0
1416283,0,8,11,0,0,7,4,39,8,0,0,0,0,0
1052178,0,0,21,0,0,0,4,31,8,0,0,0,0,0
37934,46,5,21,1,0,0,4,16,8,0,0,0,0,0
1850663,0,8,1,0,0,0,4,5,7,0,0,0,0,0
1115541,15,0,5,0,0,0,7,4,2,0,0,0,0,0
1578200,0,8,1,0,0,7,4,5,4,0,0,0,0,0
1521407,0,0,11,0,0,0,4,9,10,0,0,0,0,0
612964,0,8,15,0,0,13,0,0,7,0,0,0,0,0
1120277,0,8,1,0,0,7,4,50,10,0,0,0,0,0
936398,0,0,5,0,0,0,4,4,7,0,0,0,0,0
1706612,0,7,13,0,8,0,0,4,10,0,0,0,0,0
10239019,0,7,21,0,0,8,4,0,9,0,0,0,0,0
913118,0,0,14,0,0,0,0,34,0,0,0,0,0,0
1963322,0,1,5,0,0,4,4,4,1,1,0,0,0,0
1319506,0,3,1,0,6,7,7,27,4,1,0,0,0,0
91088,0,8,15,0,0,13,0,16,7,0,0,0,0,0
115718142,0,5,8,1,0,3,7,40,10,1,0,0,0,0
973363,22,8,2,0,0,7,4,4,10,0,0,0,0,0
1655935,0,7,1,0,6,0,4,19,4,0,0,0,0,1
585040,13,7,1,0,0,0,4,17,9,0,0,0,0,0
511635,0,5,21,0,0,0,4,51,4,0,0,0,0,0
630125,0,8,5,0,0,0,4,39,8,0,0,0,0,0
1901943,0,0,3,1,0,0,4,4,4,0,0,0,0,0
162878090,8,8,15,2,0,7,7,16,8,0,1,0,0,0
1695291,14,8,1,0,0,7,4,50,2,0,0,0,0,0
1847057,0,8,1,0,0,0,0,38,10,0,0,0,0,0
891864,0,0,21,0,0,0,4,4,10,0,0,0,0,0
794450,0,1,15,0,0,0,4,16,4,0,0,0,0,0
756739,7,1,15,0,0,0,4,4,10,0,0,0,0,0
681713,0,8,21,0,0,0,4,39,8,0,0,0,0,0
135953,0,5,20,0,0,0,0,4,3,0,0,0,0,0
139670361,0,5,21,2,0,0,4,4,4,0,0,0,0,0
1216757,0,5,1,0,0,0,4,4,10,0,0,0,0,0
861349,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1438183,0,8,1,0,0,7,0,45,7,0,0,0,0,0
16810704,0,8,21,2,0,7,0,4,10,0,0,0,0,0
5192,0,5,21,1,0,0,4,4,10,0,0,0,0,0
1166220,0,8,11,1,0,5,4,16,10,0,0,0,0,0
1677837,21,8,6,0,0,0,0,13,1,0,0,0,0,0
492853,0,0,21,0,0,0,0,4,1,0,0,0,0,0
1338327,7,3,1,1,0,0,4,16,7,0,0,0,0,0
135285745,0,5,11,0,0,0,4,4,4,0,0,0,0,0
456839,21,8,16,1,0,0,7,39,7,0,0,0,0,0
27152913,0,5,10,0,8,0,4,51,10,0,0,0,0,0
1165503,0,3,21,0,0,0,0,22,2,0,0,0,0,0
1741822,30,1,14,0,0,0,4,4,3,0,0,0,0,0
1555192,0,8,15,0,0,0,4,4,4,0,0,0,0,0
89564,28,0,1,0,0,0,0,14,10,0,0,0,0,0
415294,0,7,19,0,0,0,0,5,10,0,0,0,0,1
513801,21,5,21,0,0,7,4,39,4,0,0,0,0,0
446828,0,7,13,0,6,0,0,25,4,0,0,0,0,0
74061245,8,8,15,2,0,7,7,16,8,0,1,0,0,0
1596866,0,0,20,0,0,0,4,9,9,0,0,0,0,0
53080,15,3,11,0,0,0,4,0,4,0,0,0,0,0
100123,0,5,11,0,0,0,0,16,7,0,0,0,0,0
85777093,0,8,3,0,0,4,0,4,4,1,1,1,0,0
1470887,40,1,18,0,8,3,4,38,10,0,0,0,0,1
151609698,0,0,5,0,0,0,7,46,9,0,0,0,0,0
1300646,0,1,13,0,0,0,4,16,2,0,0,0,0,0
499867,13,8,5,0,0,0,5,0,7,0,0,0,0,0
805786,0,1,2,0,0,0,4,4,7,0,0,0,0,0
1099140,38,6,1,0,0,0,4,5,2,0,0,0,0,0
1799441,0,0,1,0,0,0,0,25,10,0,0,0,0,0
1381953,0,0,21,0,0,6,4,4,4,0,0,0,0,0
1287305,28,5,1,0,0,7,4,45,7,0,0,0,0,0
1866073,0,5,20,0,0,0,4,16,10,0,0,0,0,0
1233850,32,1,21,0,0,0,4,38,10,0,0,0,0,0
23954109,0,0,21,0,0,0,0,16,10,0,0,0,0,0
1567797,0,5,6,2,0,0,0,4,7,0,0,0,0,0
507033,30,7,13,0,8,7,4,4,4,0,0,0,0,1
996348,0,5,11,0,0,0,7,23,4,0,0,0,0,0
146267,7,0,1,0,0,0,6,38,4,0,0,0,0,0
1152518,0,8,21,2,0,0,4,29,4,0,0,0,0,0
919121,0,8,21,0,0,0,4,29,10,0,0,0,0,0
1120373,0,0,21,0,0,0,0,4,7,0,0,0,0,0
1445734,0,8,15,0,0,13,0,38,7,0,0,0,0,0
600280,0,6,21,0,0,0,4,4,10,0,0,0,0,0
1233360,0,7,18,2,8,0,4,4,7,0,0,0,0,1
819445,0,7,-1,0,0,3,0,38,4,0,0,1,0,1
104313664,0,5,19,0,0,0,4,16,4,0,0,0,0,0
37987,0,7,5,0,0,0,4,39,10,0,0,0,0,0
1802196,0,3,21,0,0,0,4,54,4,0,0,0,0,0
1961394,0,7,21,2,0,0,0,4,4,0,0,0,0,0
130087,0,8,10,0,5,3,0,19,4,1,0,0,0,0
1919561,0,8,1,0,0,0,4,5,4,0,0,0,0,0
623061,0,8,1,0,0,0,4,16,7,0,0,0,0,0
1594031,27,8,1,0,0,7,0,0,7,0,0,0,0,0
1874558,38,7,21,0,8,13,0,41,2,0,0,0,0,1
1407895,0,0,6,1,0,0,0,4,4,0,0,0,0,0
936707,0,5,2,0,4,7,7,4,7,0,0,0,0,0
213382,0,0,21,0,0,0,0,22,0,0,0,0,0,0
1447296,0,6,21,0,0,0,0,4,3,0,0,0,0,0
14898186,0,0,10,0,0,0,0,38,10,0,0,0,0,0
37494799,0,8,2,0,0,0,4,16,7,0,0,0,0,0
192914986,37,0,11,0,0,0,0,16,2,0,0,0,0,0
118501220,29,7,2,0,0,0,4,4,10,0,0,0,0,0
1401567,0,0,15,0,0,0,0,16,0,0,0,0,0,0
118046405,0,0,6,0,0,0,0,54,8,0,0,0,0,0
143917974,0,8,10,0,0,7,7,0,10,0,0,0,0,0
1404351,36,1,1,0,0,7,2,25,-1,0,0,0,0,0
1714313,0,8,21,1,0,7,4,16,4,0,0,0,0,0
952082,41,5,1,0,0,7,0,0,7,0,0,0,0,0
212274,0,3,13,0,0,0,0,54,10,0,0,0,0,0
512761,38,-1,5,0,0,7,7,-1,4,0,0,0,0,0
877389,0,7,6,0,8,0,4,16,4,0,0,0,0,0
256224,30,7,21,0,0,0,4,4,4,0,0,0,0,0
1097490,-1,8,20,0,0,0,4,39,9,0,0,0,0,0
633111,0,0,6,0,0,0,4,39,8,0,0,0,0,0
54865315,0,0,6,0,0,0,0,-1,2,0,0,0,0,0
1890740,0,0,2,0,0,0,4,39,8,0,0,0,0,0
514933,38,5,13,0,8,7,0,16,2,0,0,0,0,0
1956673,14,1,21,0,0,0,0,4,9,0,0,0,0,0
195994,12,5,6,0,0,0,0,4,10,0,0,0,0,0
350457,0,5,11,0,0,0,4,32,0,0,0,0,0,0
363089,0,0,21,0,0,0,4,4,0,0,0,0,0,0
907493,0,8,21,0,0,0,0,39,10,0,0,0,0,0
904832,0,7,10,1,0,0,0,25,7,0,0,0,0,0
686582,0,0,21,0,0,0,4,4,10,0,0,0,0,0
7926018,0,5,13,0,0,0,0,38,10,0,0,0,0,0
585219,0,8,8,0,0,2,0,16,5,1,0,0,0,0
3111930,0,0,20,0,0,0,0,16,8,0,0,0,0,0
1648254,33,7,21,1,8,4,0,4,4,1,0,0,0,1
166780307,39,1,15,0,0,0,4,4,10,0,0,0,0,0
124137051,0,7,13,0,8,1,4,19,7,0,0,0,0,1
707249,0,8,13,2,0,0,4,4,1,0,0,0,0,0
183120061,0,0,7,0,0,0,0,5,2,0,0,0,0,0
1568935,0,6,1,0,0,0,4,16,4,0,0,0,0,0
483734,0,1,1,0,0,0,0,0,10,0,0,0,0,0
620033,0,7,21,0,0,0,0,24,10,0,0,0,0,0
843614,0,8,1,1,0,0,4,16,4,0,0,0,0,0
1521460,0,0,17,0,0,0,0,4,4,0,0,0,0,0
211970,0,8,14,0,0,0,4,4,9,0,0,0,0,0
477104,0,7,1,0,0,0,0,4,4,0,0,0,0,0
37721629,0,5,7,0,0,0,0,5,2,0,0,0,0,0
14377547,37,0,11,0,0,0,0,16,2,0,0,0,0,0
1903089,38,8,13,0,0,0,4,4,7,0,0,0,0,0
1747577,21,8,5,2,0,7,4,0,8,0,0,0,0,0
681372,0,-1,21,0,0,0,4,4,10,0,0,0,0,0
997135,0,5,21,1,0,0,-1,4,10,0,0,0,0,0
511928,0,0,20,0,0,0,4,4,10,0,0,0,0,0
477313,0,8,1,2,0,13,6,38,10,0,0,0,0,0
1537954,0,6,1,0,0,0,4,25,7,0,0,0,0,0
399708,0,7,13,0,0,0,4,4,2,0,0,0,0,0
919241,8,5,14,0,0,0,4,4,10,0,0,0,0,0
23402471,0,5,21,0,0,0,4,4,10,0,0,0,0,0
154833956,47,7,1,6,8,7,4,0,4,0,0,0,0,0
69052901,0,8,5,0,0,0,4,38,10,0,0,0,0,0
1019490,0,8,21,0,0,0,4,4,7,0,0,0,0,0
452434,0,5,15,0,0,0,0,4,10,0,0,0,0,0
1969682,0,8,1,0,0,7,6,4,10,0,0,0,0,0
1887773,0,8,8,0,0,7,4,16,10,1,0,0,0,0
588099,0,5,1,0,0,0,4,38,4,0,0,0,0,0
187501619,0,7,5,0,0,7,0,4,4,0,0,0,0,0
161147300,0,7,21,0,0,3,0,0,7,1,0,0,0,0
483899,0,6,17,0,0,0,4,4,1,0,0,0,0,0
883586,0,5,1,2,0,0,4,25,7,0,0,0,0,0
1602162,0,8,5,0,0,0,4,39,8,0,0,0,0,0
354829,7,8,1,0,0,0,0,53,9,0,0,0,0,0
1543623,0,8,20,0,0,0,0,5,10,0,0,0,0,0
1836621,32,7,20,0,0,0,4,16,9,0,0,0,0,0
899938,0,7,1,0,0,0,4,38,10,0,0,0,0,0
1877641,0,8,3,0,0,0,4,39,10,0,0,0,0,0
396205,0,8,20,0,0,0,4,5,10,0,0,0,0,0
1296255,0,0,21,0,0,7,0,4,4,0,0,0,0,0
222788,0,5,13,0,6,0,0,4,10,0,0,0,0,0
794815,0,5,9,0,0,0,4,4,4,0,0,0,0,0
1231997,0,0,1,0,0,0,4,38,2,0,0,0,0,0
614998,0,8,21,0,0,0,0,4,10,0,0,0,0,0
1899039,0,8,10,0,0,3,0,51,7,1,0,0,0,0
280498,40,8,11,0,0,7,4,54,8,0,0,0,0,0
7003391,0,8,21,0,0,8,4,4,4,0,0,0,0,0
332955,0,-1,21,1,0,7,0,16,-1,0,0,0,0,0
150814946,0,5,21,0,0,0,4,4,2,0,0,0,0,0
838466,33,7,21,0,0,0,0,4,10,0,0,0,0,0
1318646,0,1,15,0,0,0,0,4,10,0,0,0,0,0
101008236,0,6,11,0,0,0,0,4,10,0,0,0,0,0
693363,0,8,13,0,0,0,0,4,10,0,0,0,0,0
82895350,0,1,6,1,0,0,4,38,4,0,0,0,0,0
939624,8,5,1,0,0,0,4,7,10,0,0,0,0,0
1938230,0,5,21,0,0,0,0,16,7,0,0,0,0,0
198827109,0,0,15,0,0,12,4,4,10,0,0,0,0,0
179794777,8,5,5,0,0,0,4,4,7,0,0,0,0,0
31621011,37,5,15,0,0,0,4,0,4,0,0,0,0,0
557776,0,1,21,0,0,0,7,39,8,0,0,0,0,0
1136885,0,6,21,1,0,0,4,4,10,0,0,0,0,0
1237504,33,4,1,0,0,7,0,5,10,0,0,0,0,0
795465,0,0,2,0,0,0,0,4,7,0,0,0,0,0
86904342,0,8,20,0,0,0,4,16,10,0,0,0,0,0
1515299,44,8,1,0,0,7,4,45,9,0,0,0,0,0
18546,0,5,3,0,0,0,0,4,10,0,0,0,0,0
753224,28,8,3,1,0,3,4,15,4,0,0,0,0,0
264657,0,0,1,0,0,0,0,16,9,0,0,0,0,0
138184,0,1,5,0,0,0,4,4,10,0,0,0,0,0
659090,0,0,11,0,0,0,4,4,10,0,0,0,0,0
774102,0,0,15,0,0,0,4,4,2,0,0,0,0,0
1102062,0,-1,5,0,0,0,4,39,8,0,0,0,0,0
1186410,0,3,21,0,0,0,0,4,4,0,0,0,0,0
1640744,0,8,1,0,0,2,4,4,10,0,0,0,0,0
42299665,1,0,5,0,0,0,4,39,8,0,0,0,0,0
1732339,0,7,18,0,8,0,0,4,4,0,0,0,0,0
1907957,0,1,21,1,0,0,0,4,10,0,0,0,0,0
1180101,0,8,3,0,0,8,7,54,6,0,0,0,0,0
1881313,0,8,2,0,0,0,7,4,4,0,0,0,0,0
1418391,0,8,1,0,0,7,0,4,3,0,0,0,0,0
712132,0,7,21,0,8,3,0,5,10,1,0,0,0,1
49480,0,8,11,0,0,0,4,38,10,0,0,0,0,0
1012649,27,8,1,0,0,0,4,38,7,0,0,0,0,0
83741552,0,7,21,0,4,0,7,38,7,0,0,0,0,0
995861,49,6,5,0,0,0,4,4,10,0,0,0,0,0
856194,0,8,1,2,0,0,4,25,10,0,0,0,0,0
1011356,0,0,15,0,0,0,0,38,10,0,0,0,0,0
1375132,0,6,1,0,0,0,0,16,4,0,0,0,0,0
1633179,0,8,2,0,0,0,0,16,2,0,0,0,0,0
102653512,0,8,21,0,9,3,4,18,4,1,0,0,0,0
877414,0,3,13,2,0,0,4,12,1,0,0,0,0,0
1486034,0,8,-1,0,0,-1,2,20,9,0,0,0,0,0
861510,3,0,21,0,0,0,0,0,4,0,0,0,0,0
164002734,0,0,-1,0,0,0,0,16,10,0,0,0,0,0
793348,0,5,21,0,0,0,0,4,10,0,0,0,0,0
1486949,0,8,2,0,0,7,4,39,9,0,0,0,0,0
83406,0,6,3,0,0,0,4,-1,4,0,0,0,0,0
1363234,28,8,20,0,0,8,7,0,1,0,0,0,0,0
293197,0,0,21,0,0,0,0,39,7,0,0,0,0,0
762574,48,8,1,0,0,0,4,29,4,0,0,0,0,0
371933,0,8,1,0,0,0,4,50,7,0,0,0,0,0
1403823,0,5,11,2,0,0,0,4,10,0,0,0,0,0
1377335,0,7,13,2,0,0,4,5,10,0,0,0,0,0
992249,0,0,1,0,6,7,0,4,10,0,0,0,0,0
220229,0,1,8,0,0,2,4,0,4,0,0,0,0,0
713825,0,0,11,0,0,0,0,5,7,0,0,0,0,0
1668551,0,0,6,0,0,7,0,31,10,0,0,0,0,0
1132362,0,0,-1,1,0,3,0,16,0,0,0,0,0,0
816411,0,7,21,1,0,0,0,4,4,0,0,0,0,0
263884,0,7,1,0,0,0,4,37,7,0,0,0,0,0
190196010,0,0,11,0,0,0,0,-1,0,0,0,0,0,0
227988,0,5,6,0,0,0,4,4,4,0,0,0,0,0
36875,0,0,1,0,0,0,4,38,7,0,0,0,0,0
44641638,0,0,11,0,0,0,0,-1,0,0,0,0,0,0
1737054,45,8,21,0,0,0,4,16,4,0,0,0,0,0
1291316,48,5,5,0,0,0,0,38,10,0,0,0,0,0
3173546,10,7,1,0,1,3,4,4,10,1,0,0,0,1
1136663,7,5,1,0,0,0,4,16,7,0,0,0,0,0
665756,0,6,15,0,0,7,0,54,10,0,0,0,0,0
