tid,LEGAL_SCJUDGE,LEGAL_DESIGN,LEGAL_GEN,LEGAL_PATENT,LEGAL_TRADEMARK,LEGAL_COPYRIGHT,LEGAL_RESERVATION_CATEGORY,LEGAL_CRIMINAL_PROCEDURE,LEGAL_ENTITY,LAW,INFRINGEMENT,PERSON,NATION/RELIGIOUS/POL_GROUP,GEOGRAPHICAL_LOC,LANGUAGE,LOCATION_STRUCTURE,LOCATION,CONTACTNAME,ORGANIZATION,ORGANIZATION2,GEOGRAPHY2,DATETIME,PERCENT,COPYRIGHT_ACT,PATENTS_ACT,DESIGNS_ACT,INFORMATION_TECHNOLOGY_ACT,TRADEMARK_ACT
1131957,0,8,13,0,0,3,0,16,8,456,1,580,15,105,0,2,82,10,48,50,0,105,3,1,0,1,0,0
946842,0,0,3,0,0,0,4,4,4,38,0,575,1,105,0,2,243,366,162,191,212,176,53,0,0,0,0,0
1163546,0,1,1,0,0,0,0,47,0,281,0,160,1,66,0,138,90,10,89,86,0,152,60,0,0,0,0,0
864375,44,3,15,2,0,7,4,23,7,8,1,735,53,105,0,243,116,10,42,46,0,210,86,0,0,0,0,0
1299452,0,0,1,0,7,7,0,16,7,13,0,410,1,9,0,126,11,407,205,172,0,148,3,0,0,0,0,1
306336,0,3,1,0,0,0,0,4,10,167,0,779,1,17,0,2,139,436,205,50,0,112,3,0,0,0,0,0
1732220,0,8,1,0,0,8,0,21,4,8,0,235,53,260,0,97,146,10,174,144,121,201,3,0,0,0,0,0
5114588,19,8,21,1,0,0,4,4,4,373,0,172,1,105,0,27,247,10,48,50,0,149,20,0,0,0,0,0
26718353,0,0,21,0,0,0,0,38,7,326,0,686,57,66,0,179,187,37,133,114,61,184,0,0,0,0,0,0
1742704,28,8,11,0,0,7,0,21,4,318,0,495,1,152,0,2,73,225,210,50,4,216,3,0,0,0,0,0
169522737,0,0,5,0,0,0,4,39,8,330,0,588,20,102,0,2,109,305,205,172,0,104,3,0,0,0,0,0
735457,0,5,1,0,0,7,4,0,4,269,0,596,46,45,0,2,40,10,48,87,98,109,125,0,0,0,0,0
138217214,0,5,15,0,0,0,0,5,10,265,0,447,53,192,0,369,116,217,228,191,0,336,6,0,0,0,0,0
1462242,0,8,21,0,0,0,4,4,0,313,0,595,1,315,0,325,94,361,205,172,0,137,3,0,0,0,0,0
1599972,0,5,15,0,0,0,-1,4,4,8,1,82,16,280,2,175,32,10,48,53,28,201,3,0,0,0,0,0
391843,28,8,1,0,0,0,4,51,5,8,0,536,48,135,2,2,134,10,48,50,306,46,3,0,0,0,0,0
1672214,0,1,6,2,0,0,0,4,4,380,0,552,1,136,0,2,40,199,194,50,66,139,3,0,0,0,0,0
137734242,0,1,1,0,0,0,4,16,2,72,0,643,1,182,0,2,116,101,52,71,57,145,3,0,0,0,0,0
1882267,0,1,1,2,0,7,4,4,4,8,0,569,53,105,0,2,245,92,75,71,147,116,11,0,0,0,0,0
290962,0,8,11,0,0,0,4,4,7,187,0,110,68,123,0,458,297,69,43,47,3,107,3,0,0,0,0,0
1920837,0,1,13,0,0,0,0,39,7,210,0,353,137,295,0,2,295,345,75,71,0,137,12,0,0,0,0,0
292146,0,7,15,0,8,0,4,16,4,2,0,583,53,105,0,2,116,411,11,50,208,152,3,0,0,0,0,0
176122260,29,5,1,0,0,0,4,38,4,524,0,651,1,301,5,2,294,345,27,156,0,180,66,0,0,0,0,0
189337794,0,1,2,0,6,3,0,19,4,447,1,171,37,105,2,2,116,115,64,32,70,4,67,0,0,0,0,0
1147963,0,0,21,0,0,0,-1,39,10,47,0,645,1,204,0,2,306,42,228,50,0,257,3,0,0,0,0,0
565540,0,5,10,0,8,3,0,51,-1,184,1,481,1,105,2,220,116,96,142,183,0,105,3,1,0,0,0,0
275246,0,-1,21,0,0,0,4,4,10,8,0,503,58,255,0,2,17,10,134,50,97,86,3,0,0,0,0,0
1695101,20,0,1,1,0,0,0,51,10,287,0,232,1,45,0,2,40,159,48,50,0,143,3,0,0,0,0,0
893844,0,3,21,0,0,0,0,4,4,8,0,622,1,45,0,2,40,374,134,117,252,98,3,0,0,0,0,0
386457,0,6,1,0,0,0,4,25,2,176,0,451,65,160,0,2,189,273,205,172,0,111,3,0,0,0,0,0
1576587,0,6,21,0,0,0,7,4,4,8,0,468,1,173,0,248,112,10,228,191,0,55,3,0,0,0,0,0
1442144,0,0,14,0,0,0,4,4,0,256,0,231,1,0,0,2,0,359,36,101,0,213,3,0,0,0,0,0
476474,38,8,14,0,0,0,7,16,10,96,0,262,1,224,0,61,245,273,220,50,0,17,30,0,0,0,0,0
941137,0,0,20,0,0,0,4,51,-1,329,0,0,1,54,0,427,50,4,48,50,0,131,3,0,0,0,0,0
896874,0,0,20,0,0,0,4,9,2,286,0,125,1,99,0,355,55,281,146,125,253,317,3,0,0,0,0,0
39679,0,8,1,0,0,0,4,38,10,328,0,25,1,58,0,64,44,71,85,80,0,154,3,0,0,0,0,0
1329151,0,7,1,0,0,0,4,2,4,8,0,66,1,32,0,2,116,54,48,50,0,288,3,0,0,0,0,0
2044127,0,0,0,0,-1,0,0,25,10,414,0,264,1,241,0,2,233,169,205,172,0,146,3,0,0,0,0,0
524871,0,0,13,0,0,8,4,16,2,256,0,641,1,105,0,249,116,217,165,191,230,20,3,0,0,0,0,0
1960340,0,8,1,0,0,0,4,16,3,8,0,668,81,105,0,2,231,10,48,50,0,97,3,0,0,0,0,0
1965204,0,1,1,0,0,0,4,51,7,3,0,402,92,172,2,451,89,261,111,50,0,314,43,0,0,0,0,0
168489488,0,7,2,0,0,1,0,16,7,8,1,695,46,105,0,78,116,10,48,50,0,74,3,1,0,1,0,0
1738256,33,-1,13,0,0,0,0,38,10,395,0,510,1,192,0,2,256,312,13,49,0,158,17,0,0,0,0,0
988645,0,8,15,0,0,0,0,25,10,95,0,782,1,76,0,2,116,83,48,50,0,227,26,0,0,0,0,0
315836,0,8,10,0,8,3,0,38,7,533,1,432,21,13,0,2,75,270,48,50,0,106,3,1,0,0,0,1
1465670,0,0,11,0,0,0,0,4,4,308,0,504,1,105,0,2,116,54,48,50,0,207,3,0,0,0,0,0
1276331,0,8,5,0,0,7,4,39,4,104,1,258,60,105,0,299,116,35,188,50,0,106,37,0,0,0,0,0
183984262,0,7,21,0,0,1,0,-1,1,456,1,741,37,105,0,71,116,296,109,102,60,225,3,1,0,1,0,1
435765,36,1,1,0,0,0,4,4,7,76,0,57,1,204,0,2,59,38,48,50,109,33,28,0,0,0,0,0
166007515,29,6,1,2,0,0,4,16,4,394,0,687,53,105,2,62,273,10,48,50,125,41,3,0,0,0,0,0
1514512,46,7,11,0,6,0,7,16,4,78,0,682,1,105,0,2,256,399,172,50,0,154,3,0,0,0,0,1
96932,0,0,13,2,0,0,4,4,10,25,0,32,1,105,0,365,116,35,205,50,0,137,38,0,0,0,0,0
112850760,21,1,5,2,4,5,4,54,4,104,0,582,5,105,2,318,116,179,48,91,19,132,98,0,0,0,0,0
1300072,0,3,6,0,0,0,4,16,4,327,0,159,1,175,0,361,79,104,205,172,182,131,17,0,0,0,0,0
1629830,22,5,5,0,0,7,7,16,6,52,1,258,21,260,2,95,261,10,174,144,125,217,98,0,0,0,0,0
1907642,0,8,21,0,0,7,4,4,10,8,0,323,21,105,0,2,154,10,48,135,228,18,22,0,0,0,0,0
685234,21,5,1,0,0,0,7,0,8,8,0,307,5,45,0,298,59,10,75,71,0,105,3,0,0,0,0,0
1194654,0,1,6,0,0,13,4,0,4,482,1,373,21,105,2,167,98,241,48,6,18,35,1,1,0,0,0,0
1475926,9,1,5,0,0,0,6,4,10,58,0,326,141,55,0,279,116,365,48,50,0,172,3,0,0,0,0,0
1668065,11,8,11,1,0,0,4,4,10,49,1,265,1,54,2,337,116,54,48,50,86,64,3,0,0,0,0,0
70463837,0,8,20,0,0,7,0,39,10,8,0,751,1,66,0,346,245,432,48,50,39,246,3,0,0,0,0,0
1869992,0,-1,11,0,0,0,0,0,10,332,0,302,21,105,0,2,116,10,184,191,34,92,3,0,0,0,0,0
104377,0,8,21,2,0,0,4,16,4,135,0,128,109,260,2,2,261,215,174,144,0,276,3,0,0,0,0,0
70487596,28,5,18,0,0,4,4,16,4,472,1,331,1,131,0,163,111,99,48,50,142,185,3,1,1,1,0,0
710165,0,0,10,0,0,3,0,31,0,0,1,399,139,54,0,2,0,259,82,60,313,36,3,1,0,0,0,0
317172,0,5,15,0,0,0,4,4,10,161,0,748,1,2,0,332,289,385,27,156,272,121,3,0,0,0,0,0
1916388,11,8,5,1,0,0,4,38,7,406,0,618,53,105,0,249,40,10,48,50,0,164,61,0,0,0,0,0
1326499,0,7,20,0,0,0,4,4,7,271,0,24,101,45,14,246,40,19,48,50,321,156,3,0,0,0,0,0
769115,0,8,15,0,8,0,4,42,7,438,1,258,29,66,2,14,75,296,141,50,126,172,3,0,0,0,0,1
833158,0,8,5,0,0,2,0,4,-1,8,0,757,1,54,0,465,116,10,115,28,321,134,3,0,0,0,0,0
467194,0,7,1,0,-1,9,1,37,10,532,0,583,53,150,0,52,224,364,228,191,101,106,9,0,0,0,0,0
850428,38,0,1,0,0,0,0,16,10,323,0,571,1,105,0,454,50,349,48,53,51,140,3,0,0,0,0,0
963790,0,7,11,0,0,7,0,39,8,32,1,36,53,279,2,470,85,10,174,144,0,230,3,0,0,0,0,0
80997184,0,7,21,0,0,7,4,39,8,104,1,82,53,105,2,331,116,12,48,50,96,75,98,0,0,0,1,0
1097981,0,8,15,0,0,0,0,48,7,450,0,593,1,153,0,152,40,83,48,50,127,215,14,0,0,0,0,0
1856009,0,0,0,0,0,0,0,4,10,216,0,153,1,296,0,2,116,45,228,191,0,140,3,0,0,0,0,0
40533940,0,8,15,2,0,0,0,4,4,366,0,251,1,173,0,185,171,158,48,50,0,14,3,0,0,0,0,0
1247926,0,7,10,0,0,0,0,16,10,8,1,743,50,54,2,76,142,380,153,127,0,93,3,0,0,0,0,1
281850,0,0,2,0,0,0,0,4,10,202,0,113,1,311,0,250,304,435,75,50,0,120,3,0,0,0,0,0
762055,0,8,8,0,0,3,0,4,4,273,1,612,1,105,0,2,116,10,88,162,0,105,3,1,0,0,0,0
56087922,0,8,11,0,0,0,0,4,7,185,0,44,1,189,0,28,244,32,199,167,0,269,57,0,0,0,0,0
652828,0,8,21,0,8,3,4,11,4,8,1,233,53,105,2,141,116,176,48,50,302,154,3,1,0,0,0,1
894494,7,8,1,0,0,7,0,0,10,254,0,300,1,226,2,472,219,10,35,31,0,170,52,0,0,0,0,0
1831078,0,0,1,0,0,0,4,16,10,8,0,583,1,173,0,2,262,10,42,46,51,139,3,0,0,0,0,0
1487019,0,0,21,0,0,0,0,0,8,8,0,781,1,314,0,301,308,10,97,94,0,118,3,0,0,0,0,0
50089303,47,0,22,0,0,0,0,4,4,548,0,731,1,204,0,2,307,167,48,50,0,182,3,0,0,0,0,0
47391891,0,0,19,0,0,2,4,4,1,8,0,258,1,105,0,322,99,10,25,19,0,233,3,0,0,0,0,0
681866,32,1,20,0,0,0,4,20,10,104,1,29,21,173,0,2,290,391,48,50,0,177,3,0,0,0,0,0
1543503,0,7,13,0,2,3,0,38,4,8,1,576,1,105,3,329,116,83,134,117,3,81,3,0,1,1,0,0
189907,0,8,1,1,8,0,4,26,10,8,0,222,114,171,2,201,168,10,48,12,177,70,67,0,0,0,0,0
1159790,0,1,20,0,0,0,4,4,4,121,0,535,1,265,0,207,198,320,48,50,0,315,3,0,0,0,0,0
1355660,36,5,1,0,0,7,0,51,9,8,1,391,53,105,0,427,116,10,51,53,42,110,3,0,0,0,0,0
1586918,0,6,11,0,0,0,0,4,4,272,0,22,41,45,2,481,156,16,122,71,271,132,53,0,0,0,0,0
1330629,0,5,1,0,0,0,4,0,7,37,0,158,1,57,0,2,106,54,48,50,0,141,3,0,0,0,0,0
1378876,0,5,21,0,0,0,0,4,7,331,0,176,53,69,0,133,213,280,48,81,46,73,3,0,0,0,0,0
1425094,0,7,1,2,0,0,0,21,4,8,0,156,53,105,0,2,116,10,105,99,201,36,3,0,0,0,0,0
487303,0,7,13,2,0,4,4,19,7,8,1,472,110,105,2,2,116,105,54,50,0,157,3,1,0,0,0,1
288525,7,0,21,1,0,0,4,4,7,205,1,609,1,184,0,270,176,296,48,50,141,172,26,0,0,0,0,0
248715,0,0,1,0,0,0,0,4,10,319,0,46,1,31,0,2,30,59,36,34,0,255,3,0,0,0,0,0
350628,28,0,21,0,0,0,0,4,10,8,0,324,1,63,0,2,167,10,203,47,0,303,3,0,0,0,0,0
1334665,0,1,1,0,0,0,4,0,10,104,0,450,5,105,0,2,116,400,174,144,0,100,3,0,0,0,0,0
64231867,13,0,16,0,0,0,4,4,4,412,0,175,58,300,0,305,125,10,219,181,0,154,3,0,0,0,0,0
1550190,0,6,20,0,0,0,4,38,7,237,0,470,91,105,0,2,116,10,44,71,54,41,3,0,0,0,0,0
1104087,27,5,13,0,0,0,4,5,8,528,0,69,1,78,0,128,106,190,191,161,43,161,111,0,0,0,0,0
162420,0,5,5,0,0,0,0,4,4,314,0,491,1,218,0,2,75,10,48,50,198,149,3,0,0,0,0,0
1354608,23,8,1,1,0,0,4,41,10,160,0,486,48,28,0,196,52,396,48,50,129,218,89,0,0,0,0,0
1292071,0,8,15,0,0,0,0,0,2,226,0,510,1,131,0,2,178,364,130,111,0,176,30,0,0,0,0,0
1056935,32,3,14,0,0,0,0,4,10,91,0,383,1,105,0,125,116,124,13,172,189,14,7,0,0,0,0,0
442517,-1,3,21,0,0,0,4,4,4,448,0,540,21,43,0,66,38,345,44,97,0,311,3,0,0,0,0,0
414792,21,5,3,0,0,0,4,39,8,31,1,515,58,76,2,463,85,35,48,50,251,230,3,0,0,0,0,0
1813801,21,3,11,1,0,7,4,29,9,8,1,258,53,105,2,20,116,10,174,147,252,192,3,0,0,0,0,0
1214980,44,8,21,0,0,7,4,4,10,8,0,327,5,217,0,448,116,10,174,144,19,247,125,0,0,0,0,0
290385,0,0,20,0,0,0,4,4,10,2,0,370,1,272,0,2,16,240,228,191,0,274,3,0,0,0,0,0
525017,0,8,2,0,0,0,0,4,4,207,0,333,21,71,0,2,40,345,48,50,125,247,3,0,0,0,0,0
1156538,16,6,19,0,0,0,0,4,10,505,1,315,75,138,0,2,268,202,48,50,116,177,3,0,1,0,0,1
65293457,0,8,19,0,0,0,0,16,8,8,0,378,1,67,2,48,75,10,48,50,0,14,67,0,0,0,0,0
627069,32,0,1,0,0,0,4,4,4,226,0,169,1,186,0,2,234,54,48,50,81,175,3,0,0,0,0,0
347224,0,0,1,0,0,0,0,23,10,86,0,189,1,273,0,2,126,83,220,182,0,145,3,0,0,0,0,0
691481,49,3,21,0,0,0,0,4,2,248,0,1,1,152,0,2,150,437,48,50,0,146,53,0,0,0,0,0
103434922,0,-1,11,2,0,0,0,-1,1,88,0,630,1,107,0,2,0,429,66,65,0,182,3,0,0,0,0,0
1073828,0,0,13,0,0,7,4,4,0,154,0,507,1,45,0,2,40,355,56,55,0,38,3,0,0,0,0,0
1911637,0,5,21,0,0,0,0,38,1,8,0,778,53,221,0,234,215,10,89,86,0,128,30,0,0,0,0,0
453977,0,5,1,1,0,7,0,4,4,509,0,688,53,66,2,230,247,10,188,178,157,104,105,0,0,0,0,0
1213194,0,6,1,0,0,0,4,25,7,8,0,457,6,269,0,411,15,10,174,144,190,36,50,0,0,0,0,0
188348,0,8,15,0,0,7,0,39,4,226,0,710,1,3,0,258,231,292,47,49,0,172,3,0,0,0,0,0
112896520,0,8,14,0,0,0,4,-1,-1,517,0,621,1,236,0,315,227,6,38,33,292,104,3,0,0,0,0,0
1212077,0,0,1,0,6,0,7,4,2,8,0,583,1,105,0,2,231,11,27,23,0,208,3,0,0,0,0,0
1738333,15,5,1,0,0,0,4,4,5,107,0,360,1,45,0,72,67,231,230,50,0,138,3,0,0,0,0,0
529229,0,0,2,0,0,0,0,4,10,11,0,780,128,148,0,2,16,86,174,144,0,144,3,0,0,0,0,0
574884,0,8,11,0,0,7,4,4,10,49,1,440,1,151,0,229,259,10,205,172,166,326,3,0,0,0,0,0
1923487,0,0,20,0,0,0,4,39,8,305,0,524,53,132,0,310,116,157,48,50,0,151,3,0,0,0,0,0
323576,0,8,15,0,0,0,0,18,10,110,0,339,40,66,0,139,75,10,17,79,283,22,3,0,0,0,0,0
63283859,0,8,15,2,0,0,4,4,0,168,1,628,48,16,0,148,250,376,49,50,90,25,3,0,0,0,0,0
85467018,0,8,15,0,0,0,0,16,2,171,0,560,1,250,0,180,253,335,48,50,68,176,3,0,0,0,0,0
455122,46,5,21,0,0,0,4,4,10,99,0,198,1,57,2,2,60,65,158,50,16,266,36,0,0,0,0,0
1382698,0,8,11,0,0,0,5,16,10,104,0,34,21,105,2,285,98,36,75,144,59,120,3,0,0,0,0,0
1954356,21,5,11,1,0,7,4,5,8,176,0,610,21,45,2,363,189,10,213,176,125,96,3,0,0,0,0,0
194456776,29,-1,15,0,0,0,4,4,4,464,0,769,53,105,0,376,116,296,239,50,314,125,16,0,0,0,0,0
1999324,0,6,1,0,0,0,4,16,4,55,0,170,1,204,7,248,192,345,48,144,291,146,53,0,0,0,0,0
603848,0,8,13,0,0,3,0,38,4,453,1,301,53,127,2,111,91,192,48,50,0,116,3,1,0,0,0,0
850821,0,6,5,0,0,0,4,4,10,435,0,149,68,280,9,45,19,181,75,172,242,99,3,0,0,0,0,0
1411268,0,0,21,0,0,0,0,4,4,278,0,341,21,105,0,223,116,10,51,53,197,66,3,0,0,0,0,0
85089691,0,8,1,0,0,11,7,38,7,282,1,292,53,105,0,198,256,10,235,193,222,0,9,1,0,0,0,0
41554823,0,5,13,0,0,0,7,16,7,138,0,642,53,105,0,456,116,102,58,85,0,337,15,0,0,0,0,0
977497,0,6,10,0,5,3,7,16,7,453,1,180,117,105,2,2,116,10,48,50,321,63,3,1,0,0,0,0
1006468,0,7,13,0,1,0,0,16,4,8,1,745,1,76,0,2,225,32,10,50,0,29,3,0,0,0,0,1
1425907,0,1,13,0,0,0,0,4,4,16,0,615,1,156,0,184,3,372,48,50,14,149,3,0,0,0,0,0
1597179,0,0,15,0,0,0,4,4,10,238,0,733,1,161,0,2,175,419,48,50,0,78,3,0,0,0,0,0
494408,0,1,1,0,0,0,4,25,4,28,0,676,99,307,0,2,19,352,174,144,35,36,3,0,0,0,0,0
1604568,0,5,-1,0,0,0,4,16,8,97,0,347,83,105,0,183,116,10,48,50,0,154,30,0,0,0,0,0
63489929,15,8,5,0,0,8,-1,38,7,104,0,462,53,105,2,226,98,10,174,144,19,176,32,0,0,0,0,0
181033,0,3,15,0,0,0,-1,0,7,461,0,610,63,280,0,402,40,10,222,183,19,120,3,0,0,0,0,0
1507797,0,1,13,0,0,0,0,4,4,116,0,714,48,156,13,114,86,403,48,20,202,326,30,0,0,0,0,0
1741949,0,5,1,0,0,0,0,4,10,383,0,652,58,286,2,151,60,10,27,156,74,143,9,0,0,0,0,0
1766312,0,7,21,0,0,0,0,4,4,342,1,68,1,105,0,2,116,109,46,41,0,81,3,0,0,1,0,0
58263027,0,8,5,0,0,0,0,39,7,516,0,368,11,146,0,2,116,209,48,50,0,75,3,0,0,0,0,0
509065,-1,5,2,0,0,0,0,16,4,69,0,759,144,105,11,217,116,36,29,26,239,146,3,0,0,0,0,0
338008,0,8,1,0,0,6,4,25,5,43,1,258,53,105,2,389,116,167,48,50,63,192,115,0,0,0,0,0
1986616,0,8,1,0,0,0,0,49,10,437,0,369,47,234,0,228,40,239,190,144,274,124,3,0,0,0,0,0
1022090,0,8,15,0,8,13,0,0,7,239,0,250,127,59,2,2,110,83,228,37,0,117,52,0,0,0,0,0
769926,33,7,10,0,8,3,0,19,7,179,1,356,1,239,0,83,75,198,48,50,0,227,3,0,0,0,0,0
81086651,0,7,11,0,0,0,0,4,4,392,0,403,1,105,0,2,116,10,181,153,65,285,3,0,0,0,0,1
120358,36,8,5,0,0,7,5,29,7,104,1,606,5,260,2,69,19,10,134,117,278,30,98,0,0,0,0,0
1202878,0,6,1,0,0,0,0,16,7,234,0,392,1,66,0,177,75,10,208,173,0,231,3,0,0,0,0,0
651705,8,8,5,0,0,7,4,39,8,8,0,661,1,49,0,136,116,10,48,144,0,121,3,0,0,0,0,0
246887,0,7,21,0,0,0,0,4,4,473,0,15,3,207,0,137,9,122,205,172,4,125,3,0,0,0,0,0
693281,0,0,2,0,0,0,4,4,10,46,0,202,1,0,0,2,256,207,205,172,0,170,3,0,0,0,0,0
105936170,37,5,14,0,0,7,0,4,10,454,0,665,24,105,0,445,116,10,188,53,0,110,29,0,0,0,0,0
1092394,0,1,7,0,0,0,4,6,10,93,0,748,53,105,0,2,116,312,107,100,97,109,44,0,0,0,0,0
1199558,0,8,21,0,0,0,4,4,10,8,0,529,21,105,0,65,159,319,174,144,173,113,3,0,0,0,0,0
65151197,7,7,13,0,0,0,4,4,10,400,0,10,1,58,0,131,56,364,228,191,0,174,3,0,0,0,0,0
1767393,0,5,1,0,0,0,4,38,4,192,0,728,1,217,0,2,245,429,164,196,162,218,30,0,0,0,0,0
446174,0,0,21,0,0,14,4,4,10,70,0,64,1,66,0,132,116,417,51,53,0,248,30,0,0,0,0,0
1869228,0,5,3,2,0,0,0,4,1,140,0,722,1,311,0,2,304,10,197,12,0,54,59,0,0,0,0,0
1806604,0,8,15,0,1,0,0,38,0,111,1,594,1,45,0,2,111,117,48,50,0,146,3,0,0,0,0,0
133640019,17,6,13,0,0,0,0,54,8,426,0,28,1,224,2,2,218,408,236,194,0,174,3,0,0,0,0,0
94514,0,0,21,0,0,10,4,48,9,486,0,224,1,279,0,335,121,144,205,50,0,271,3,0,0,0,0,0
1611775,0,3,14,0,0,7,0,54,10,253,0,543,53,45,0,364,40,10,228,191,319,294,3,0,0,0,0,0
1660833,0,8,5,0,0,0,4,16,10,8,0,259,58,278,0,2,19,10,75,71,175,36,3,0,0,0,0,0
687034,0,7,14,0,0,7,0,4,7,223,0,646,57,105,0,285,162,381,228,191,0,140,3,0,0,0,0,0
1274327,0,0,20,2,0,0,0,38,10,5,0,99,1,45,0,2,249,58,23,18,0,170,52,0,0,0,0,0
950361,7,8,5,1,0,0,4,1,4,36,0,165,1,66,2,264,259,279,48,50,0,115,3,0,0,0,0,0
1877956,0,0,1,0,0,0,0,4,10,240,0,501,1,278,0,446,278,137,174,144,0,138,3,0,0,0,0,0
890637,0,8,3,0,0,0,4,39,8,8,0,88,95,169,2,189,33,10,48,50,218,132,3,0,0,0,0,0
1006709,0,8,1,0,0,0,0,16,4,8,0,184,58,267,0,2,40,120,48,50,86,96,3,0,0,0,0,0
1401520,0,8,11,2,0,0,4,4,1,451,0,723,1,76,2,182,116,52,48,50,0,120,3,0,0,0,0,0
1656601,0,5,1,0,0,0,4,38,4,27,0,663,71,203,0,2,128,277,205,172,66,116,3,0,0,0,0,0
619152,0,8,5,0,0,0,4,39,8,23,1,716,5,105,2,461,19,44,174,144,0,192,3,0,0,0,0,0
1292463,0,0,11,0,0,0,0,38,10,102,0,89,1,39,0,2,50,229,48,50,0,168,3,0,0,0,0,0
1589218,32,0,11,0,0,0,4,4,4,311,0,45,1,94,0,209,259,32,48,50,184,210,3,0,0,0,0,0
99670896,0,7,21,0,8,3,7,26,4,8,1,14,1,105,0,2,116,10,48,50,316,167,3,1,0,1,0,0
3849421,40,6,-1,3,8,-1,0,38,4,8,1,216,53,105,2,18,116,10,46,63,288,75,3,1,0,1,0,0
96706,0,0,20,0,0,0,4,39,8,411,0,287,1,311,0,2,304,182,220,182,0,124,3,0,0,0,0,0
743328,0,8,11,0,0,0,4,4,8,468,0,556,1,105,0,2,40,329,174,144,0,124,98,0,0,0,0,0
1213021,44,7,1,0,0,7,4,4,7,73,0,355,1,192,0,384,178,331,228,191,85,174,3,0,0,0,0,0
1007946,0,0,11,0,0,7,0,4,7,404,0,539,53,17,2,2,226,323,48,50,193,172,3,0,0,0,0,0
407511,0,0,20,0,0,0,4,4,4,462,0,436,1,7,2,2,2,85,48,50,0,51,3,0,0,0,0,0
102852,0,8,5,0,0,0,7,39,4,104,0,253,48,260,0,31,20,10,174,144,19,46,98,0,0,0,0,0
314044,36,8,5,0,0,0,4,-1,8,8,0,105,1,105,0,29,189,10,28,50,139,36,97,0,0,0,0,0
81824666,37,1,1,0,0,0,0,22,8,8,0,81,1,192,0,2,235,211,205,172,0,47,40,0,0,0,0,0
757639,0,8,21,0,0,0,0,54,8,351,0,600,1,159,0,156,104,10,221,50,0,62,3,0,0,0,0,0
1815080,0,8,9,0,0,0,4,4,10,486,0,271,21,45,0,73,213,10,205,98,248,98,3,0,0,0,0,0
1120137,0,7,13,0,0,5,4,39,10,8,0,734,53,105,2,51,116,10,167,136,0,146,86,0,0,0,0,0
1121229,0,8,21,2,0,0,0,16,-1,537,1,523,1,317,2,90,191,10,48,50,143,74,3,0,0,0,0,0
629330,0,0,20,0,0,0,7,4,10,220,0,773,1,206,0,233,197,431,75,157,0,129,3,0,0,0,0,0
424874,48,8,5,0,0,7,4,4,7,8,1,90,5,260,2,274,275,10,174,144,40,100,3,0,0,0,0,0
67255,49,1,10,0,0,3,0,19,4,453,1,241,1,152,0,394,150,167,94,50,0,12,3,1,0,0,0,0
1104701,0,7,13,0,6,0,4,42,8,532,1,85,53,105,2,433,116,218,77,74,20,149,3,0,0,0,0,0
1086058,7,8,11,0,0,2,4,4,4,37,0,776,40,310,2,2,303,306,48,50,275,149,3,0,0,0,0,0
816271,0,3,2,0,0,0,5,39,7,104,0,352,119,284,0,31,306,227,48,50,8,179,3,0,0,0,0,0
1261492,0,8,1,0,0,0,6,38,8,37,0,258,21,286,2,424,79,96,174,144,115,142,3,0,0,0,0,0
317554,0,7,3,0,0,8,4,4,4,8,0,17,5,105,0,313,247,10,189,36,45,246,3,0,0,0,0,0
307021,0,5,21,0,0,0,4,54,9,42,1,258,58,105,2,31,116,36,48,50,106,74,112,0,0,0,0,0
151308629,-1,8,21,1,0,3,4,4,4,241,1,213,5,92,2,2,92,296,222,50,0,170,3,0,0,0,0,1
214713,0,8,13,0,0,0,4,4,7,8,0,517,58,61,0,2,59,10,41,43,0,102,3,0,0,0,0,0
130353321,23,1,22,0,0,0,0,4,10,46,0,731,1,155,0,244,99,338,129,50,0,180,45,0,0,0,0,0
1038563,0,0,5,0,0,0,4,39,8,8,0,599,1,311,0,175,304,10,75,150,215,120,3,0,0,0,0,0
29023706,11,1,11,0,0,0,0,20,7,295,0,461,122,304,0,484,46,286,48,50,321,272,3,0,0,0,0,0
1643349,0,5,7,2,0,0,0,4,4,88,0,219,65,54,0,430,282,139,16,50,216,68,13,0,0,0,0,0
410114,0,2,20,0,0,0,4,4,9,305,0,299,105,203,0,423,130,191,147,81,0,144,3,0,0,0,0,0
165099707,36,8,1,-1,0,7,7,39,4,104,1,173,21,105,2,172,275,36,48,50,77,192,98,0,0,0,0,0
187706,0,5,2,0,0,0,4,4,10,8,0,531,1,41,0,44,93,10,232,127,0,97,3,0,0,0,0,0
39217891,0,7,11,0,8,0,7,4,4,175,1,206,1,54,2,2,256,136,11,63,298,53,3,0,0,0,0,0
1326478,0,8,15,0,0,7,0,39,8,8,0,444,58,158,0,2,306,54,48,50,256,151,3,0,0,0,0,0
1206795,0,7,15,0,6,9,4,4,1,83,1,453,1,1,2,3,116,10,126,50,236,149,3,1,0,0,0,1
261992,0,6,1,0,0,0,0,16,2,226,0,575,14,202,0,2,16,351,228,191,0,15,38,0,0,0,0,0
511784,0,0,1,0,0,0,0,54,8,182,0,3,1,11,0,2,13,255,183,152,0,143,3,0,0,0,0,0
1405951,0,7,21,0,0,3,0,39,8,8,1,622,5,289,2,17,283,10,110,50,110,99,3,0,0,0,0,1
