tid,LEGAL_SCJUDGE,LEGAL_DESIGN,LEGAL_GEN,LEGAL_PATENT,LEGAL_TRADEMARK,LEGAL_COPYRIGHT,LEGAL_RESERVATION_CATEGORY,LEGAL_CRIMINAL_PROCEDURE,LEGAL_ENTITY,LAW,INFRINGEMENT,PERSON,NATION/RELIGIOUS/POL_GROUP,GEOGRAPHICAL_LOC,LANGUAGE,LOCATION_STRUCTURE,LOCATION,CONTACTNAME,ORGANIZATION,ORGANIZATION2,GEOGRAPHY2,DATETIME,PERCENT,COPYRIGHT_ACT,PATENTS_ACT,DESIGNS_ACT,INFORMATION_TECHNOLOGY_ACT,TRADEMARK_ACT
904832,0,7,10,1,0,0,0,25,7,131,1,33,135,66,2,2,75,26,226,187,0,297,3,0,0,0,0,0
686582,0,0,21,0,0,0,4,4,10,238,0,749,1,291,0,483,154,10,46,50,0,139,3,0,0,0,0,0
7926018,0,5,13,0,0,0,0,38,10,499,0,649,1,312,0,2,256,371,38,95,0,199,3,0,0,0,0,0
585219,0,8,8,0,0,2,0,16,5,453,1,586,1,54,0,442,292,10,142,50,0,105,67,1,0,0,0,0
3111930,0,0,20,0,0,0,0,16,8,103,0,374,26,73,0,2,169,242,48,119,0,190,3,0,0,0,0,0
1648254,33,7,21,1,8,4,0,4,4,286,1,356,1,66,0,79,75,246,48,50,0,154,3,1,0,0,0,1
166780307,39,1,15,0,0,0,4,4,10,102,0,100,11,260,2,149,119,368,123,191,27,186,3,0,0,0,0,0
124137051,0,7,13,0,8,1,4,19,7,273,1,480,1,105,2,26,194,245,141,50,309,59,3,0,0,0,0,1
707249,0,8,13,2,0,0,4,4,1,114,0,344,133,243,0,404,241,150,205,172,0,290,3,0,0,0,0,0
183120061,0,0,7,0,0,0,0,5,2,203,0,739,1,192,0,252,116,345,227,50,21,110,31,0,0,0,0,0
1568935,0,6,1,0,0,0,4,16,4,8,0,494,1,66,0,2,75,10,75,71,246,197,3,0,0,0,0,0
483734,0,1,1,0,0,0,0,0,10,526,0,755,1,111,0,2,121,67,229,144,0,96,3,0,0,0,0,0
620033,0,7,21,0,0,0,0,24,10,260,0,120,89,170,0,260,86,10,202,168,100,10,4,0,0,0,0,0
843614,0,8,1,1,0,0,4,16,4,431,1,413,21,311,2,466,19,10,205,50,4,104,3,0,0,0,0,0
1521460,0,0,17,0,0,0,0,4,4,39,0,377,48,93,0,2,102,54,222,50,294,125,3,0,0,0,0,0
211970,0,8,14,0,0,0,4,4,9,133,0,303,49,11,2,390,13,194,48,50,0,108,3,0,0,0,0,0
477104,0,7,1,0,0,0,0,4,4,98,0,456,1,264,0,2,301,284,234,21,263,19,3,0,0,0,0,0
37721629,0,5,7,0,0,0,0,5,2,494,0,740,53,105,0,2,225,217,227,11,0,173,42,0,0,0,0,0
14377547,37,0,11,0,0,0,0,16,2,401,0,190,1,66,0,2,178,165,176,50,0,228,3,0,0,0,0,0
1903089,38,8,13,0,0,0,4,4,7,172,0,648,53,256,2,425,255,83,48,50,0,88,3,0,0,0,0,0
1747577,21,8,5,2,0,7,4,0,8,23,0,313,53,105,2,295,19,10,174,144,55,192,98,0,0,0,0,0
681372,0,-1,21,0,0,0,4,4,10,445,0,159,53,116,0,287,122,10,174,46,115,110,3,0,0,0,0,0
997135,0,5,21,1,0,0,-1,4,10,87,1,294,1,242,0,269,239,18,48,50,0,124,3,0,0,0,0,0
511928,0,0,20,0,0,0,4,4,10,439,0,49,1,0,0,381,48,147,228,191,0,168,3,0,0,0,0,0
477313,0,8,1,2,0,13,6,38,10,223,0,614,58,105,2,285,116,10,174,144,19,137,126,0,0,0,0,0
1537954,0,6,1,0,0,0,4,25,7,8,0,23,133,298,0,2,50,10,75,43,227,284,106,0,0,0,0,0
399708,0,7,13,0,0,0,4,4,2,356,0,100,53,105,0,49,116,10,154,50,97,106,17,0,0,0,0,0
919241,8,5,14,0,0,0,4,4,10,8,0,152,53,105,2,414,116,10,48,50,158,214,7,0,0,0,0,0
23402471,0,5,21,0,0,0,4,4,10,89,0,82,1,72,0,357,116,54,48,50,160,61,3,0,0,0,0,0
154833956,47,7,1,6,8,7,4,0,4,301,1,151,1,20,2,2,256,10,48,63,30,177,83,0,0,0,0,0
69052901,0,8,5,0,0,0,4,38,10,8,0,527,1,309,0,474,75,10,38,38,0,109,3,0,0,0,0,0
1019490,0,8,21,0,0,0,4,4,7,409,1,423,1,54,0,267,269,408,3,25,321,25,3,0,0,0,0,0
452434,0,5,15,0,0,0,0,4,10,294,0,634,1,105,0,13,129,378,205,172,0,82,3,0,0,0,0,0
1969682,0,8,1,0,0,7,6,4,10,104,1,522,21,105,2,226,275,10,174,144,290,91,98,0,0,0,0,0
1239673,0,7,3,0,8,0,0,40,4,375,1,400,1,311,0,21,176,10,48,50,70,152,20,0,0,0,0,1
1887773,0,8,8,0,0,7,4,16,10,367,1,404,1,58,0,142,56,262,173,142,321,177,3,1,0,0,0,0
588099,0,5,1,0,0,0,4,38,4,81,0,572,1,62,0,25,134,82,205,172,205,139,3,0,0,0,0,0
187501619,0,7,5,0,0,7,0,4,4,37,0,581,1,105,0,276,116,89,174,144,0,2,3,0,0,0,0,0
161147300,0,7,21,0,0,3,0,0,7,373,1,696,1,252,2,2,178,370,222,52,0,179,3,1,0,0,0,0
483899,0,6,17,0,0,0,4,4,1,8,0,192,58,110,0,93,98,10,43,47,147,232,3,0,0,0,0,0
883586,0,5,1,2,0,0,4,25,7,8,0,502,53,213,0,436,213,10,174,144,70,113,21,0,0,0,0,0
1602162,0,8,5,0,0,0,4,39,8,21,0,258,53,105,2,245,98,10,174,144,37,21,12,0,0,0,0,0
354829,7,8,1,0,0,0,0,53,9,353,0,74,1,155,0,419,230,91,48,50,0,246,3,0,0,0,0,0
1543623,0,8,20,0,0,0,0,5,10,126,0,98,136,102,0,443,109,57,48,50,257,123,3,0,0,0,0,0
1836621,32,7,20,0,0,0,4,16,9,268,0,555,116,165,0,181,195,248,31,50,0,176,3,0,0,0,0,0
899938,0,7,1,0,0,0,4,38,10,46,1,336,1,121,0,178,127,216,43,47,185,174,101,0,0,0,0,0
1877641,0,8,3,0,0,0,4,39,10,413,0,132,1,192,0,377,265,75,48,50,0,152,3,0,0,0,0,0
396205,0,8,20,0,0,0,4,5,10,197,0,357,56,282,2,336,225,414,48,50,224,60,53,0,0,0,0,0
1296255,0,0,21,0,0,7,0,4,4,133,0,314,142,265,0,2,67,201,48,50,0,106,3,0,0,0,0,0
222788,0,5,13,0,6,0,0,4,10,120,0,647,1,223,0,2,225,32,228,191,91,172,3,0,0,0,0,0
794815,0,5,9,0,0,0,4,4,4,133,0,725,74,261,0,175,67,415,205,172,0,312,3,0,0,0,0,0
1231997,0,0,1,0,0,0,4,38,2,8,0,709,53,204,0,341,240,364,48,116,20,112,3,0,0,0,0,0
614998,0,8,21,0,0,0,0,4,10,8,0,73,1,85,2,374,75,10,132,70,0,55,3,0,0,0,0,0
1899039,0,8,10,0,0,3,0,51,7,359,1,475,5,105,2,5,116,10,135,78,0,220,3,1,0,0,0,0
280498,40,8,11,0,0,7,4,54,8,113,0,42,53,105,0,448,225,262,134,117,304,245,3,0,0,0,0,0
7003391,0,8,21,0,0,8,4,4,4,203,0,56,127,105,0,251,116,10,227,84,21,321,33,0,0,0,0,0
332955,0,-1,21,1,0,7,0,16,-1,8,0,258,21,105,2,103,41,10,174,170,97,91,3,0,0,0,0,0
150814946,0,5,21,0,0,0,4,4,2,249,0,82,1,105,0,2,126,54,161,91,16,14,51,0,0,0,0,0
838466,33,7,21,0,0,0,0,4,10,525,0,92,53,260,0,222,258,405,67,144,0,241,3,0,0,0,0,0
1318646,0,1,15,0,0,0,0,4,10,487,0,319,53,220,0,399,119,10,150,172,125,233,3,0,0,0,0,0
101008236,0,6,11,0,0,0,0,4,10,517,0,37,1,108,0,2,256,317,38,38,187,174,75,0,0,0,0,0
693363,0,8,13,0,0,0,0,4,10,304,0,414,62,128,0,154,242,174,90,88,0,151,19,0,0,0,0,0
82895350,0,1,6,1,0,0,4,38,4,337,0,405,21,105,0,370,75,10,48,50,66,80,3,0,0,0,0,0
939624,8,5,1,0,0,0,4,7,10,467,0,136,1,105,2,53,116,10,154,44,299,124,3,0,0,0,0,0
1938230,0,5,21,0,0,0,0,16,7,303,0,266,5,105,0,2,116,103,205,172,269,132,3,0,0,0,0,0
198827109,0,0,15,0,0,12,4,4,10,8,0,617,31,66,2,469,86,10,205,172,72,300,3,0,0,0,0,0
179794777,8,5,5,0,0,0,4,4,7,104,0,258,58,277,0,31,116,54,48,50,0,46,3,0,0,0,0,0
31621011,37,5,15,0,0,0,4,0,4,315,0,631,53,105,2,162,116,10,48,50,94,9,26,0,0,0,0,0
557776,0,1,21,0,0,0,7,39,8,469,0,667,1,260,0,263,261,10,174,144,297,104,3,0,0,0,0,0
1136885,0,6,21,1,0,0,4,4,10,8,0,488,1,54,0,2,50,273,228,191,3,80,3,0,0,0,0,0
1237504,33,4,1,0,0,7,0,5,10,521,0,411,76,54,2,2,225,32,22,17,0,237,3,0,0,0,0,0
795465,0,0,2,0,0,0,0,4,7,8,0,584,106,260,0,448,275,10,174,144,267,104,3,0,0,0,0,0
86904342,0,8,20,0,0,0,4,16,10,517,0,100,53,105,2,435,116,10,149,130,37,174,114,0,0,0,0,0
1515299,44,8,1,0,0,7,4,45,9,270,0,380,123,57,5,175,214,244,48,50,181,165,3,0,0,0,0,0
18546,0,5,3,0,0,0,0,4,10,169,0,199,1,35,0,124,184,346,23,18,0,136,3,0,0,0,0,0
753224,28,8,3,1,0,3,4,15,4,104,0,258,21,105,2,30,116,179,205,50,19,193,36,0,0,0,0,0
264657,0,0,1,0,0,0,0,16,9,212,0,58,53,212,0,31,259,39,228,191,0,142,53,0,0,0,0,0
138184,0,1,5,0,0,0,4,4,10,228,0,727,58,47,11,466,232,350,48,50,168,140,3,0,0,0,0,0
659090,0,0,11,0,0,0,4,4,10,235,0,557,1,12,0,231,14,330,205,172,318,318,3,0,0,0,0,0
774102,0,0,15,0,0,0,4,4,2,399,0,231,1,50,0,2,233,276,11,43,0,172,3,0,0,0,0,0
1102062,0,-1,5,0,0,0,4,39,8,31,0,497,24,105,0,2,189,10,48,50,0,110,3,0,0,0,0,0
1186410,0,3,21,0,0,0,0,4,4,294,0,561,53,192,2,293,178,341,48,50,213,65,3,0,0,0,0,0
1640744,0,8,1,0,0,2,4,4,10,406,0,94,1,203,0,31,98,406,48,50,137,174,55,0,0,0,0,0
42299665,1,0,5,0,0,0,4,39,8,349,1,483,53,105,0,387,116,10,48,50,262,142,3,0,0,0,0,0
1732339,0,7,18,0,8,0,0,4,4,545,1,680,53,105,0,2,116,390,242,199,0,138,3,0,0,0,0,0
1907957,0,1,21,1,0,0,0,4,10,8,0,653,53,105,2,235,274,10,211,50,0,138,3,0,0,0,0,0
1180101,0,8,3,0,0,8,7,54,6,104,0,239,53,105,2,157,116,141,30,27,195,139,98,0,0,0,0,0
1881313,0,8,2,0,0,0,7,4,4,8,0,258,53,105,2,2,116,364,9,143,0,71,3,0,0,0,0,0
1418391,0,8,1,0,0,7,0,4,3,227,0,703,1,105,0,2,116,168,41,43,3,245,3,0,0,0,0,0
712132,0,7,21,0,8,3,0,5,10,533,1,611,1,9,2,2,11,331,152,190,0,154,3,1,0,0,0,1
49480,0,8,11,0,0,0,4,38,10,492,0,290,1,114,0,2,165,186,48,50,0,143,3,0,0,0,0,0
1012649,27,8,1,0,0,0,4,38,7,378,0,619,48,8,0,102,10,127,168,138,0,306,116,0,0,0,0,0
83741552,0,7,21,0,4,0,7,38,7,141,0,309,1,105,0,2,302,10,140,127,76,245,80,0,0,0,0,0
995861,49,6,5,0,0,0,4,4,10,471,0,258,58,105,0,265,225,345,75,50,3,127,3,0,0,0,0,0
856194,0,8,1,2,0,0,4,25,10,540,0,777,58,66,0,352,256,256,205,172,315,151,3,0,0,0,0,0
1011356,0,0,15,0,0,0,0,38,10,351,0,639,1,0,0,2,0,10,205,172,0,309,3,0,0,0,0,0
1375132,0,6,1,0,0,0,0,16,4,349,0,763,1,147,0,2,140,55,205,172,0,128,3,0,0,0,0,0
1633179,0,8,2,0,0,0,0,16,2,104,0,330,21,105,0,12,116,97,134,117,0,89,3,0,0,0,0,0
102653512,0,8,21,0,9,3,4,18,4,294,1,390,53,105,2,2,116,98,48,50,0,230,3,1,0,0,0,0
877414,0,3,13,2,0,0,4,12,1,173,0,528,58,204,0,248,13,10,48,50,176,282,3,0,0,0,0,0
1486034,0,8,-1,0,0,-1,2,20,9,8,1,236,1,105,0,31,116,10,75,150,321,74,3,0,0,0,0,0
861510,3,0,21,0,0,0,0,0,4,306,0,16,1,36,0,2,36,273,48,81,0,149,3,0,0,0,0,0
164002734,0,0,-1,0,0,0,0,16,10,2,0,376,1,52,0,2,47,178,157,129,0,152,3,0,0,0,0,0
793348,0,5,21,0,0,0,0,4,10,485,0,267,53,105,0,2,211,171,48,50,0,259,3,0,0,0,0,0
1486949,0,8,2,0,0,7,4,39,9,59,1,689,5,105,0,146,116,393,48,50,115,230,3,0,0,0,0,0
83406,0,6,3,0,0,0,4,-1,4,344,0,678,1,131,6,2,133,389,205,172,115,148,3,0,0,0,0,0
1363234,28,8,20,0,0,8,7,0,1,104,1,258,48,105,2,47,275,90,174,46,19,46,53,0,0,0,0,0
293197,0,0,21,0,0,0,0,39,7,322,0,492,1,181,0,2,152,304,228,191,0,119,3,0,0,0,0,0
762574,48,8,1,0,0,0,4,29,4,8,1,736,1,260,0,85,275,10,174,144,297,122,21,0,0,0,0,0
371933,0,8,1,0,0,0,4,50,7,475,0,53,1,248,0,11,237,77,48,50,120,170,59,0,0,0,0,0
1403823,0,5,11,2,0,0,0,4,10,477,0,226,79,54,2,134,101,294,48,50,42,108,3,0,0,0,0,0
1377335,0,7,13,2,0,0,4,5,10,8,0,371,1,163,2,2,40,10,48,50,303,36,3,0,0,0,0,0
992249,0,0,1,0,6,7,0,4,10,153,0,283,58,192,0,2,178,0,228,191,0,8,3,0,0,0,0,0
220229,0,1,8,0,0,2,4,0,4,8,0,100,58,66,2,303,84,10,48,50,186,36,3,0,0,0,0,0
713825,0,0,11,0,0,0,0,5,7,547,0,604,1,105,0,2,306,315,228,191,0,146,12,0,0,0,0,0
1668551,0,0,6,0,0,7,0,31,10,80,0,737,1,228,0,241,202,80,48,50,250,141,3,0,0,0,0,0
1132362,0,0,-1,1,0,3,0,16,0,452,1,500,1,66,0,2,75,10,48,50,156,28,3,0,0,0,0,0
816411,0,7,21,1,0,0,0,4,4,8,0,565,58,118,2,322,40,10,48,50,117,74,3,0,0,0,0,0
263884,0,7,1,0,0,0,4,37,7,501,0,363,1,292,0,2,155,233,228,97,0,172,3,0,0,0,0,0
190196010,0,0,11,0,0,0,0,-1,0,2,0,577,1,0,0,2,0,235,48,50,0,281,3,0,0,0,0,0
227988,0,5,6,0,0,0,4,4,4,535,0,359,1,210,0,2,287,230,205,172,0,137,3,0,0,0,0,0
36875,0,0,1,0,0,0,4,38,7,416,0,588,1,156,0,2,22,185,19,172,0,152,3,0,0,0,0,0
44641638,0,0,11,0,0,0,0,-1,0,14,0,13,1,4,0,2,0,12,70,69,0,185,3,0,0,0,0,0
1737054,45,8,21,0,0,0,4,16,4,8,0,164,53,278,2,248,134,10,48,50,114,112,3,0,0,0,0,0
1291316,48,5,5,0,0,0,0,38,10,8,1,458,6,260,0,297,19,10,174,144,0,103,98,0,0,0,0,0
3173546,10,7,1,0,1,3,4,4,10,77,0,425,48,105,6,334,116,10,86,115,0,243,3,1,0,0,0,1
1136663,7,5,1,0,0,0,4,16,7,34,0,195,123,40,2,428,116,396,48,50,265,49,3,0,0,0,0,0
665756,0,6,15,0,0,7,0,54,10,8,0,278,0,105,0,272,305,10,48,50,0,61,81,0,0,0,0,0
180850491,19,0,15,0,0,0,4,5,1,397,0,656,1,9,0,468,116,383,48,50,0,143,3,0,0,0,0,0
437533,33,0,21,0,0,0,4,4,10,347,0,411,58,41,0,202,225,369,67,64,89,169,3,0,0,0,0,0
1048632,0,8,5,0,0,0,4,25,8,8,0,306,68,156,0,2,134,10,174,144,128,104,3,0,0,0,0,0
139299795,7,7,21,0,0,0,4,41,4,54,1,162,11,260,0,284,261,36,174,144,30,265,3,0,0,0,0,0
88397,0,0,1,0,0,0,0,0,10,238,0,584,1,105,0,2,116,56,236,50,0,110,102,0,0,0,0,0
86762634,1,8,7,0,0,0,0,23,4,163,0,379,1,9,0,480,59,274,48,50,0,184,30,0,0,0,0,0
243002,0,8,5,0,0,2,4,39,10,8,1,589,53,156,2,292,116,10,174,144,166,75,49,0,0,0,0,0
450219,33,0,1,0,0,0,0,23,9,7,0,482,58,17,0,2,208,27,48,50,0,176,3,0,0,0,0,0
1763149,0,0,5,0,0,0,4,38,7,173,0,395,1,90,0,273,100,288,48,50,0,127,3,0,0,0,0,0
79280249,-1,8,5,5,0,2,4,16,7,104,1,104,21,105,2,239,98,36,75,75,285,174,3,0,0,0,0,0
1677896,0,3,21,0,0,0,0,40,0,317,1,295,1,105,5,2,75,189,159,50,214,324,3,0,0,0,0,0
57798471,0,5,20,6,8,7,4,22,4,302,1,137,53,299,2,59,292,10,156,39,113,119,10,0,1,0,0,0
1105134,21,8,6,0,0,0,4,39,8,104,0,498,58,311,0,349,79,232,220,182,0,124,3,0,0,0,0,0
1891895,0,7,1,0,0,0,4,16,4,257,0,234,95,45,2,74,6,148,205,81,200,212,3,0,0,0,0,0
5398766,47,8,15,0,6,0,0,5,4,66,0,430,1,237,0,2,228,269,2,148,12,219,53,0,0,0,0,0
306833,0,8,1,0,0,13,0,25,8,8,0,634,1,155,0,2,153,10,188,144,0,61,52,0,0,0,0,0
730804,0,8,1,0,0,7,7,4,4,8,0,424,53,105,2,435,116,10,216,179,284,28,62,0,0,0,0,0
342903,0,5,1,0,0,0,4,22,7,8,0,335,124,105,0,375,67,10,205,50,191,100,3,0,0,0,0,0
188958994,38,8,21,0,0,7,0,4,7,386,0,106,1,173,2,271,171,10,160,133,149,9,123,0,0,0,0,0
514077,28,8,11,0,0,0,6,4,4,8,0,34,28,105,0,307,116,23,174,144,50,125,113,0,0,0,0,0
1878548,0,1,20,0,0,0,3,4,10,104,0,553,1,105,0,2,176,11,218,180,0,170,3,0,0,0,0,0
1876565,0,0,5,0,0,0,4,4,8,48,0,575,1,151,0,410,116,31,48,50,0,146,3,0,0,0,0,0
1206754,0,8,13,0,0,7,0,4,4,454,0,575,1,27,0,197,116,54,48,50,94,170,52,0,0,0,0,0
51545606,0,8,1,2,8,4,4,0,7,8,1,247,58,66,0,224,75,10,48,50,300,105,3,1,0,0,0,1
1735815,0,8,1,2,0,7,7,39,4,104,1,173,21,105,2,34,116,36,48,144,115,192,98,0,0,0,0,0
383397,0,7,13,2,0,3,0,4,4,106,1,384,53,105,0,50,116,94,153,48,247,249,3,1,0,0,0,0
60799,28,5,1,5,0,5,4,4,7,104,0,258,53,260,2,367,261,10,174,71,37,127,98,0,0,0,0,0
315432,0,8,1,0,0,0,7,54,10,56,1,655,1,57,2,2,213,382,75,144,0,122,17,0,0,0,0,0
1155640,0,6,1,0,0,0,4,16,10,490,0,305,59,273,0,101,271,10,230,192,0,72,3,0,0,0,0,0
1732840,0,7,1,0,0,7,0,4,10,365,0,721,1,203,0,396,114,336,75,71,0,139,3,0,0,0,0,0
673012,0,8,5,0,0,7,7,38,7,31,1,293,5,105,2,462,275,35,48,50,97,230,98,0,0,0,0,0
163696803,2,5,21,1,8,13,7,16,10,338,0,341,111,217,2,275,184,249,48,50,125,172,20,0,0,0,0,1
1328814,0,7,21,0,0,0,4,4,4,8,0,55,12,45,0,187,156,10,205,172,51,110,9,0,0,1,0,0
113963352,28,7,11,0,0,0,4,51,7,118,0,133,109,76,0,2,85,170,205,172,0,146,3,0,0,0,0,0
1602137,7,8,21,0,0,0,0,4,7,8,0,775,1,74,2,473,39,88,228,191,0,170,3,0,0,0,0,0
1765871,7,8,1,0,0,0,4,16,4,403,0,140,10,105,2,473,191,433,205,172,0,67,3,0,0,0,0,0
952963,0,0,1,0,0,7,4,4,10,454,0,564,46,105,0,2,116,364,48,53,0,167,30,0,0,0,0,0
474885,38,8,1,0,8,3,0,16,4,368,1,571,53,105,0,2,160,10,48,50,0,80,9,1,0,0,0,0
249589,0,8,1,0,8,13,0,16,2,132,0,200,127,89,0,2,99,133,48,50,0,131,30,0,0,0,0,0
858066,0,8,1,0,6,3,7,5,4,143,1,538,50,105,4,129,193,322,112,50,62,106,38,1,0,0,0,1
127517806,10,3,2,0,9,7,4,38,4,8,1,100,53,105,2,31,306,10,0,50,19,182,86,0,0,0,1,0
1338837,0,7,1,2,0,0,4,25,4,125,0,270,1,84,0,2,42,10,205,50,0,301,3,0,0,0,0,0
204742,7,8,1,0,0,0,4,16,1,242,0,551,96,204,2,38,259,10,48,50,0,258,3,0,0,0,0,0
1548289,0,2,21,0,0,4,0,4,10,517,1,12,1,192,0,2,116,10,79,77,0,28,116,1,0,0,0,0
1965879,0,7,1,0,0,3,4,51,10,8,1,361,1,238,0,356,229,412,48,50,15,144,58,1,0,1,0,1
1062099,0,6,1,0,0,3,6,39,10,8,1,760,53,105,2,302,116,167,163,134,3,105,124,1,0,0,0,0
116548206,34,8,1,1,9,7,0,38,4,8,1,696,53,201,0,2,256,10,120,107,0,186,3,0,1,0,0,0
165776436,3,8,21,7,9,13,0,0,10,534,1,252,53,105,2,345,116,10,81,50,6,119,53,0,1,1,0,0
712415,14,7,1,0,0,0,0,5,10,355,1,152,1,142,0,333,136,109,205,172,255,167,3,0,1,1,0,0
733192,0,0,20,0,0,0,4,39,8,410,0,712,95,311,1,2,260,93,48,50,0,120,3,0,0,0,0,0
134913,0,7,10,1,0,7,0,4,4,164,1,227,53,102,0,2,256,77,205,50,0,131,3,1,0,0,0,0
145401736,0,8,15,0,8,3,7,0,4,457,1,771,53,105,2,354,70,143,4,0,320,250,11,1,0,0,1,1
1938862,0,8,1,2,0,0,0,25,10,231,1,342,53,109,0,2,180,130,197,50,20,246,3,0,0,0,0,1
880032,0,8,3,0,0,0,4,4,10,425,1,187,1,103,0,215,93,10,205,50,0,106,3,0,0,0,0,1
104935066,0,8,1,0,0,7,0,16,7,9,1,679,5,9,2,4,66,221,72,0,241,145,70,0,0,0,0,1
1397964,0,7,5,0,8,0,0,39,10,85,0,720,1,105,0,2,116,83,181,5,0,106,3,0,0,0,0,1
1035346,30,8,5,2,0,0,4,4,10,512,0,282,1,131,0,31,256,238,47,50,0,194,3,0,0,0,0,0
444914,0,7,18,0,0,3,0,4,4,8,1,445,46,105,2,108,116,10,46,172,0,167,3,1,0,1,0,0
280042,0,7,5,2,1,0,0,4,10,229,1,33,50,105,13,2,154,22,153,172,0,119,3,0,0,0,0,0
44410582,0,7,21,0,0,0,4,16,10,312,1,311,5,105,2,2,116,10,48,50,0,230,3,0,1,0,0,1
1335881,0,7,10,0,8,4,4,4,4,166,1,720,1,54,0,2,116,410,48,50,82,333,3,1,0,0,0,0
1883538,0,7,21,0,8,0,4,4,10,8,0,163,53,290,2,2,179,332,153,172,309,256,3,0,0,0,0,1
191907197,26,7,5,0,8,0,0,4,4,195,1,480,1,176,2,2,256,296,197,166,0,36,3,0,0,0,0,0
119540048,42,6,21,0,0,7,0,0,7,310,1,692,53,105,0,322,116,394,192,162,226,227,43,1,1,0,0,1
1857950,21,8,15,0,0,2,6,39,8,104,1,422,5,105,2,438,116,10,134,117,77,194,3,0,0,0,0,0
1403309,0,1,1,0,0,0,0,54,10,539,0,754,1,302,0,304,205,297,233,82,0,141,3,0,0,0,0,0
161614515,19,8,1,0,0,7,0,50,4,226,1,573,53,191,2,2,177,289,138,121,0,198,3,0,0,0,0,0
341560,0,4,14,0,0,0,0,4,1,67,0,578,1,83,0,395,81,212,73,53,92,6,3,0,0,0,0,0
368264,0,8,18,0,1,0,0,4,10,8,1,332,53,300,5,2,293,214,153,127,0,87,3,0,0,0,0,1
1514111,0,6,21,0,4,7,0,5,4,532,0,277,53,10,0,2,290,10,228,191,0,103,26,0,0,0,0,0
1584936,0,0,11,0,0,0,0,38,10,550,0,258,1,98,0,100,206,125,205,172,0,170,3,0,0,0,0,0
1106747,0,0,13,0,0,0,7,30,4,290,0,476,1,135,0,2,134,273,102,97,324,179,3,0,0,0,0,0
925897,38,8,1,0,0,0,0,5,10,314,0,258,57,105,0,39,116,167,48,50,17,279,27,0,0,0,0,0
110813550,37,8,21,0,8,2,0,52,4,372,1,139,5,105,2,282,246,10,48,50,312,76,3,0,0,0,1,0
1981010,0,3,1,1,0,0,0,16,4,8,0,100,121,204,0,445,40,10,174,144,37,96,3,0,0,0,0,0
421030,18,8,21,0,0,0,4,38,4,378,0,348,58,105,0,2,12,10,48,50,0,93,3,0,0,0,0,0
258508,0,8,21,0,0,0,4,39,8,8,0,221,146,45,0,96,116,10,220,144,121,227,14,0,0,0,0,0
584977,7,8,1,0,0,13,0,23,10,476,0,50,48,105,0,2,116,353,114,104,0,109,34,0,0,0,0,0
617728,9,0,15,0,0,0,0,4,2,151,0,204,1,66,0,2,263,434,62,50,0,275,38,0,0,0,0,0
1209528,0,7,14,0,6,0,0,4,2,156,0,289,1,45,0,359,40,421,139,43,70,94,12,0,0,0,0,0
1734007,27,6,10,0,5,3,0,4,4,8,1,35,107,192,5,208,123,25,48,50,207,116,3,1,0,0,0,0
103561,0,1,18,0,0,13,0,4,10,421,1,185,53,105,2,118,116,10,10,57,1,106,45,0,0,0,0,1
1528386,0,0,15,0,0,3,4,9,10,65,1,75,1,111,5,2,121,51,48,50,203,298,3,0,0,0,0,0
896743,0,1,1,2,0,0,4,38,4,8,0,354,1,283,0,2,213,10,48,50,52,118,3,0,0,0,0,0
98622476,0,0,21,0,0,0,0,28,4,261,0,554,1,0,0,2,69,340,224,132,0,160,3,0,0,0,0,0
614536,0,8,21,0,8,0,0,4,7,374,1,400,1,311,2,82,304,334,48,50,0,326,3,0,0,0,0,1
143202244,25,8,5,0,0,3,4,16,9,8,1,519,53,105,2,430,67,10,48,50,197,206,3,0,0,0,0,0
155579055,0,5,7,0,0,0,4,5,2,203,0,437,53,193,0,7,178,424,76,0,178,188,77,0,0,0,0,0
869781,21,8,21,0,0,0,4,5,10,8,1,613,35,271,2,385,31,10,48,50,97,96,3,0,0,0,0,0
858492,15,8,1,2,8,7,0,38,10,8,1,191,4,272,13,57,116,123,48,50,233,154,77,1,0,0,0,1
224777,0,0,20,0,0,0,4,39,3,224,0,446,1,36,0,2,36,348,187,177,0,10,3,0,0,0,0,0
955097,7,7,21,0,8,0,4,4,10,83,1,97,1,105,0,2,116,31,126,50,0,334,3,0,0,0,0,1
1001948,0,7,13,2,0,3,4,38,4,421,1,575,38,66,0,216,75,32,48,50,0,105,3,1,0,0,0,1
155329262,0,8,6,2,0,0,4,4,4,394,0,516,61,180,0,401,86,314,205,50,270,183,3,0,0,0,0,0
57555980,0,7,1,0,8,3,0,31,10,370,1,541,38,105,2,2,116,10,48,50,64,183,3,1,0,0,0,0
784265,0,7,10,0,0,3,4,4,4,508,1,362,1,204,0,2,66,94,11,0,119,172,3,0,0,0,0,0
126699,0,0,1,0,8,0,4,38,10,402,0,63,1,0,0,2,212,283,197,166,0,127,3,0,0,0,0,0
130470,13,0,1,0,8,0,4,17,10,333,0,21,1,105,5,423,195,15,18,1,22,168,3,0,0,0,0,0
1592558,30,6,1,0,0,7,4,38,10,8,1,177,53,105,2,86,116,10,27,124,196,170,7,1,0,0,0,0
910213,0,8,1,0,8,0,4,0,2,157,1,231,1,292,0,2,58,333,228,191,0,5,3,0,0,0,0,0
179477870,26,5,1,2,0,0,4,54,4,477,0,368,1,58,12,2,245,10,11,55,0,189,3,0,0,0,0,0
