tid,label,token
1460395,ORG,Delhi High Court
1460395,PERSON,Bimal Govindji Shah
1460395,PERSON,Panna Lal Chandu Lal
1460395,DATE,"24 April, 1997"
1460395,DATE,1997
1460395,DATE,"Delhi 771, 1997"
1460395,CARDINAL,76
1460395,GPE,Delhi
1460395,CARDINAL,67
1460395,CARDINAL,65
1460395,PERSON,M Sharma
1460395,PERSON,M Sharma
1460395,PERSON,JUDGMENT M.K. Sharma
1460395,ORG,M/s. Acme Industries
1460395,DATE,"the
year 1979"
1460395,PERSON,Flora
1460395,DATE,the same year
1460395,ORG,Flora
1460395,ORDINAL,first
1460395,PERSON,Flora
1460395,PERSON,Flora
1460395,LAW,the Trade Marks Registry
1460395,LAW,the Trade and Merchandise Marks Act
1460395,DATE,1958
1460395,PERSON,Flora
1460395,ORDINAL,secondary
1460395,CARDINAL,10.6.1996
1460395,ORG,Counsel
1460395,ORG,Flora
1460395,DATE,the year 1987
1460395,PERSON,Flora
1460395,CARDINAL,2
1460395,ORG,Court
1460395,CARDINAL,21.6.1996
1460395,LAW,"Order 39 Rules 1 & 2, Civil
Procedure Code"
1460395,LAW,I.A.No. 6641/1996
1460395,CARDINAL,3
1460395,LAW,Order 39 Rules 1 & 2
1460395,ORG,CPC
1460395,LAW,"Order 39 Rules 1 & 2 of the Code of Civil
Procedure"
1460395,ORG,Flora
1460395,PERSON,"Flora of the
defendant"
1460395,DATE,I.A.No. 8765/ 1996
1460395,CARDINAL,4
1460395,LAW,"Order 39 Rules 1 & 2, Civil Procedure
Code"
1460395,ORG,Flora
1460395,CARDINAL,29.10.1987
1460395,CARDINAL,29.10.1987
1460395,ORG,Flora
1460395,CARDINAL,6
1460395,ORG,I.A.No
1460395,LAW,I.A.No. 8765/1996
1460395,LAW,"Order 39 Rules 1 & 2, Civil Procedure Code"
1460395,ORG,Flora
1460395,ORG,Court
1460395,ORG,Flora
1460395,DATE,1987
1460395,DATE,1996
1460395,LAW,Section 28
1460395,CARDINAL,1
1460395,LAW,the Trade and Merchandise Marks Act
1460395,LAW,the Act)
1460395,ORG,Flora
1460395,LAW,Section 28(1
1460395,LAW,Act
1460395,LAW,"Section 27(2) of the
Act"
1460395,LAW,Act
1460395,LAW,Section 28 of the Act
1460395,LAW,Section 27(2) of the Act.
1460395,LAW,the provisions of
1460395,LAW,Section 33 of the Act
1460395,LAW,Act
1460395,LAW,Section 28(1) of the Act
1460395,LAW,the Act namely - Sections 27(2)
1460395,CARDINAL,33
1460395,LAW,Section 28
1460395,LAW,any other provision of the Act
1460395,LAW,Section 27(2) of the Act
1460395,GPE,N.R.
1460395,ORG,Dongre v. Whirlpool Corporation
1460395,ORG,Division Bench
1460395,ORG,Court
1460395,LAW,Act
1460395,ORG,the Division Bench
1460395,ORG,"Division
Bench"
1460395,ORG,Court
1460395,ORG,Century Traders v. Roshan Lal Duggar & Co.
1460395,LAW,this Court (Century Traders
1460395,LAW,"Sections
27(2) and 106 of the Act"
1460395,ORG,"the Trade
Mark Registry"
1460395,CARDINAL,10
1460395,LAW,the Special Leave Petition
1460395,ORG,the Division Bench
1460395,GPE,N.R.
1460395,PERSON,Dongre
1460395,ORG,the Supreme Court
1460395,ORG,the Division Bench of this Court
1460395,DATE,1996
1460395,LAW,Ptc (16) 583
1460395,ORG,SC
1460395,ORG,"N.R.
Dongre v. Whirlpool Corporation)"
1460395,CARDINAL,11
1460395,ORG,the Bombay High Court
1460395,ORG,"Consolidated Foods
Corporation v. Brandon & Co. Pvt. Ltd."
1460395,LAW,Statute
1460395,ORG,"The Bombay High
Court"
1460395,CARDINAL,12
1460395,ORG,Single Bench
1460395,ORG,Court
1460395,ORG,M/s. L.D. Malhotra Industries
1460395,ORG,M/s. Ropi Industries
1460395,GPE,Ilr
1460395,DATE,1976
1460395,CARDINAL,1
1460395,GPE,Delhi
1460395,CARDINAL,278
1460395,PERSON,L.D. Malhotra's
1460395,ORG,"Division Bench of this Court in Century
Traders'"
1460395,WORK_OF_ART,N.R. Dongre
1460395,ORG,the Division Bench
1460395,ORG,Court
1460395,LAW,Section 27(2)
1460395,CARDINAL,13
1460395,ORG,Imperial Group Limited
1460395,ORG,Philip Morris & Co. Ltd.
1460395,ORG,"Fleet
Street Reports"
1460395,DATE,1982
1460395,CARDINAL,72
1460395,ORG,Lawton L.J.
1460395,ORG,Merit
1460395,ORG,"""Press Support"""
1460395,PRODUCT,Merit
1460395,ORG,Court
1460395,ORG,Court
1460395,ORG,Electrolux Ltd.
1460395,ORG,Electrix Ltd.
1460395,DATE,1954
1460395,DATE,71 Rpc 23
1460395,PERSON,Lawton L.J.
1460395,LAW,Act
1460395,PERSON,Shaw L.J.
1460395,CARDINAL,14
1460395,ORG,Court
1460395,ORG,Jai prakash Gupta v. Vishal Aluminium Mfg. Co.
1460395,DATE,1996
1460395,CARDINAL,16
1460395,CARDINAL,575=63
1460395,DATE,1996
1460395,CARDINAL,947
1460395,CARDINAL,10
1460395,CARDINAL,two
1460395,CARDINAL,one
1460395,PERSON,"Single
Judge"
1460395,CARDINAL,two
1460395,ORG,Bench
1460395,CARDINAL,15
1460395,ORG,the Trade Mark Registry
1460395,PERSON,Jai Prakash Gupta's
1460395,CARDINAL,16
1460395,ORG,Flora
1460395,DATE,1987
1460395,PERSON,Flora
1460395,ORG,Flora
1460395,DATE,the year 1987
1460395,DATE,the year 1979
1460395,ORG,Flora
1460395,DATE,1979
1460395,ORG,Counsel
1460395,PERSON,Bill No. 048
1460395,CARDINAL,5.6.1980
1460395,ORG,Sr. Raghvendra Agencies
1460395,GPE,Bangalore
1460395,CARDINAL,048
1460395,CARDINAL,5.6.1980
1460395,ORG,M/s. V. Samaras am & Co.
1460395,GPE,Bangalore
1460395,CARDINAL,048
1460395,CARDINAL,47
1460395,CARDINAL,48
1460395,CARDINAL,28.10.1996
1460395,LAW,No. 47
1460395,LAW,"Bill
No. 292"
1460395,CARDINAL,21.10.1981
1460395,ORG,Brass
1460395,CARDINAL,292
1460395,CARDINAL,"99,101,173,174,175"
1460395,CARDINAL,176
1460395,CARDINAL,8.10.1996
1460395,CARDINAL,17
1460395,PERSON,Jai Prakash Gupta
1460395,CARDINAL,18
1460395,DATE,1979
1460395,ORG,Flora
1460395,ORG,Flora
1460395,DATE,1987
1460395,ORG,Flora
1460395,ORG,the Competent Authority
1460395,ORG,Court
1460395,ORG,Flora
1460395,ORG,"the Competent
Authority"
1460395,DATE,the year 1987
1460395,DATE,the year 1996
1460395,ORG,Court
1460395,ORG,Court
1460395,DATE,the year 1996
1460395,ORG,Court
1460395,LAW,"Order
39 Rules 1 & 2, Civil Procedure Code"
1460395,ORG,M/s. Bengal Waterproof Limited v.
1460395,ORG,"M/s. Bombay Waterproof
Manufacturing Company & Another"
1460395,ORG,the Supreme Court
1460395,LAW,Section 22 of the Limitation Act
1460395,DATE,1963
1460395,ORG,Court
1460395,ORG,Junction
1460395,CARDINAL,20
1460395,ORG,Flora
1460395,ORG,Flora
1460395,LAW,I.A. No. 6641 /1996)
1460395,LAW,I.A. No. 8765/96
1460395,ORG,Court
1460395,CARDINAL,8765/96
