tid,label,token
1945028,ORG,Delhi High Court
1945028,PERSON,Veerumal Praveen Kumar
1945028,ORG,M/S. Needle Industries
1945028,GPE,India
1945028,DATE,"24
August, 2001"
1945028,CARDINAL,93
1945028,CARDINAL,600
1945028,PERSON,S K Kaul
1945028,PERSON,D Gupta
1945028,PERSON,S K Kaul
1945028,PERSON,Sanjay Kishan Kaul
1945028,NORP,J.
1945028,CARDINAL,1
1945028,LAW,"sections 105 and 106 of the
Trade and merchandise Marks Act"
1945028,DATE,1958
1945028,LAW,the Act)
1945028,LAW,section 1962 of the Copyright Act
1945028,DATE,1957
1945028,ORG,Snap Fasteners
1945028,PRODUCT,Pony Card'
1945028,NORP,British
1945028,CARDINAL,2
1945028,CARDINAL,two
1945028,DATE,the period 1963 to 1981
1945028,DATE,the period from 1963 to 1981
1945028,CARDINAL,two
1945028,DATE,1981
1945028,CARDINAL,555
1945028,NORP,Indian
1945028,CARDINAL,2
1945028,CARDINAL,1.
1945028,WORK_OF_ART,"'Pony
Card'"
1945028,DATE,the period 1979 to 1993-94
1945028,CARDINAL,1
1945028,DATE,"around June, 1993"
1945028,DATE,"23rd June,
1993"
1945028,CARDINAL,1
1945028,CARDINAL,1
1945028,CARDINAL,2
1945028,WORK_OF_ART,V.R.
1945028,ORG,SWAN
1945028,CARDINAL,555
1945028,DATE,the year 1989
1945028,ORG,Spring Snab Fasteners
1945028,DATE,1981
1945028,CARDINAL,555
1945028,GPE,India
1945028,ORG,Spring Snab Fasteners
1945028,NORP,Indian
1945028,CARDINAL,3
1945028,CARDINAL,39
1945028,CARDINAL,2
1945028,CARDINAL,151
1945028,ORG,CPC
1945028,CARDINAL,8748/95
1945028,DATE,"28th March, 2000"
1945028,CARDINAL,two
1945028,CARDINAL,555
1945028,CARDINAL,4
1945028,DATE,"4th May, 2000"
1945028,CARDINAL,5
1945028,PERSON,R.K. Aggarwal
1945028,CARDINAL,555
1945028,DATE,"the last 40
years"
1945028,GPE,India
1945028,DATE,the period 1977 to 1979
1945028,CARDINAL,two
1945028,DATE,1981
1945028,GPE,India
1945028,PERSON,Aggarwal
1945028,GPE,India
1945028,CARDINAL,6
1945028,CARDINAL,36
1945028,DATE,"June, 1993"
1945028,DATE,1995
1945028,DATE,"29th March, 2000"
1945028,ORG,"the Division
Bench"
1945028,DATE,"4th May, 2000"
1945028,CARDINAL,7
1945028,PERSON,R.K. Aggarwal
1945028,GPE,India
1945028,DATE,at least till 1981
1945028,CARDINAL,555
1945028,GPE,India
1945028,DATE,"about a year and a half
between 1977 and 1979"
1945028,GPE,India
1945028,DATE,1960
1945028,DATE,1970
1945028,CARDINAL,8
1945028,PERSON,Aggarwal
1945028,DATE,more than last 11 years
1945028,DATE,1981
1945028,PERSON,Aggarwal
1945028,CARDINAL,9
1945028,PERSON,R.K. Aggarwal
1945028,DATE,1979
