tid,label,token
304538,ORG,Supreme Court of India
304538,PERSON,S.K. Sinha
304538,ORG,Videocon International Ltd. & Ors
304538,DATE,"25
January"
304538,DATE,2008
304538,PERSON,C Thakker
304538,PERSON,C.K. Thakker
304538,PERSON,P.P. Naolekar
304538,CARDINAL,175
304538,DATE,2007
304538,ORG,VIDEOCON INTERNATIONAL LTD
304538,CARDINAL,25/01/2008
304538,DATE,2006
304538,CARDINAL,2
304538,ORG,the High Court of Judicature
304538,GPE,Bombay
304538,ORG,a Criminal Court
304538,ORG,Court
304538,CARDINAL,3
304538,ORG,Enforcement Directorate
304538,ORG,Government of India
304538,CARDINAL,4\.
304538,ORG,No.1M/s. Videocon International Ltd.
304538,ORG,a Public Limited Company
304538,LAW,the Companies Act
304538,DATE,1956
304538,GPE,Mumbai
304538,GPE,Aurangabad
304538,GPE,the State of Maharashtra
304538,DATE,"October
13, 1989"
304538,ORG,Company
304538,ORG,Radio Export
304538,GPE,Moscow
304538,ORG,No.1 Company
304538,NORP,Japanese
304538,NORP,Korean
304538,ORG,the USSR Company
304538,GPE,USSR
304538,DATE,"January 5, 1993"
304538,ORG,Directorate of Revenue Intelligence
304538,GPE,Mumbai
304538,ORG,Company
304538,ORG,Radio Export
304538,GPE,Moscow
304538,ORG,"the Directorate of Revenue
Intelligence"
304538,GPE,Bombay
304538,CARDINAL,two
304538,ORG,Indian Bank
304538,GPE,Nariman Point
304538,GPE,Bombay
304538,ORG,Bank
304538,ORG,Company
304538,ORG,Indian Bank
304538,ORG,Company
304538,CARDINAL,"16,60,00,000"
304538,ORG,The Reserve Bank of India
304538,ORG,Company
304538,GPE,Korea
304538,GPE,Japan
304538,GPE,India
304538,ORG,Company
304538,LAW,Section 40 of the Foreign Exchange Regulation Act
304538,DATE,1973
304538,ORG,FERA
304538,PERSON,Raj Kumar Dhoot
304538,ORG,Company
304538,ORG,Department
304538,DATE,"April 25, 1999"
304538,ORG,Company
304538,ORG,M/s Radio Export
304538,GPE,Moscow
304538,CARDINAL,two
304538,ORG,Company
304538,ORG,State Bank of India
304538,ORG,"Overseas
Branch"
304538,GPE,Bombay
304538,GPE,Korea
304538,GPE,Japan
304538,CARDINAL,"19,00,00,000"
304538,ORG,M/s Radio Export
304538,GPE,Moscow
304538,CARDINAL,"16,00,00,000"
304538,GPE,Korea
304538,GPE,Japan
304538,ORG,US Dollars
304538,ORG,the USSR Company
304538,ORG,Indian Rupees
304538,ORG,the US Dollar
304538,ORG,Company
304538,ORG,Rupees
304538,DATE,"June 1, 2000"
304538,ORG,FERA
304538,LAW,"the Foreign
Exchange Management Act"
304538,DATE,1999
304538,ORG,FEMA
304538,CARDINAL,5
304538,DATE,"May 24, 2002"
304538,ORG,Government of India
304538,LAW,Criminal Complaint No
304538,ORG,Company
304538,ORG,Company
304538,ORG,State Bank of India
304538,GPE,Bombay
304538,CARDINAL,"16,60,00,000"
304538,DATE,six months
304538,LAW,Section 18(2)
304538,CARDINAL,18
304538,CARDINAL,3
304538,LAW,Section 68
304538,CARDINAL,1
304538,LAW,Section 56(1)(ii
304538,ORG,FERA
304538,DATE,the same day
304538,DATE,"May 24, 2002"
304538,ORG,Department
304538,ORG,the Chief Metropolitan Magistrate
304538,PERSON,Esplanade
304538,GPE,Mumbai
304538,DATE,"February 3,
2003"
304538,ORG,the Chief Metropolitan Magistrate
304538,ORG,Court
304538,ORG,FERA
304538,CARDINAL,6
304538,DATE,"October, 2004"
304538,LAW,"Criminal Writ
Petition No. 476"
304538,DATE,2005
304538,LAW,the High Court of Judicature
304538,GPE,Bombay
304538,LAW,Article 227 of the Constitution
304538,LAW,"Section 482 of the Code of Criminal
Procedure"
304538,DATE,1973
304538,PERSON,Code
304538,DATE,"May 24, 2002"
304538,ORG,Court
304538,ORG,The High Court
304538,DATE,"April 26, 2006"
304538,DATE,"February, 2003"
304538,ORG,"the
High Court"
304538,CARDINAL,7
304538,ORG,Court
304538,DATE,"September 29, 2006"
304538,ORG,Registry
304538,DATE,"a non-
miscellaneous day"
304538,CARDINAL,8
304538,CARDINAL,9
304538,ORG,the High Court
304538,ORG,FEMA
304538,DATE,"June 1, 2000"
304538,LAW,sub-section (3) of Section 49 of FEMA
304538,LAW,FERA
304538,DATE,a period of two years
304538,LAW,the new Act
304538,ORG,"the
Chief Metropolitan Magistrate"
304538,GPE,Mumbai
304538,DATE,"May 24, 2002"
304538,DATE,the day
304538,LAW,Section 49(3) of
304538,ORG,FEMA
304538,ORG,the Criminal Court
304538,ORG,the High Court
304538,ORG,Court
304538,DATE,"February 3, 2003"
304538,ORG,"the Chief
Metropolitan Magistrate"
304538,GPE,Mumbai
304538,ORG,Court
304538,ORG,Court
304538,DATE,"May 24,
2002"
304538,ORG,the High Court
304538,ORG,the High Court
304538,GPE,Mumbai
304538,CARDINAL,10
304538,ORG,the High Court
304538,ORG,the High Court
304538,DATE,"February, 2003"
304538,LAW,Section 49(3) of
304538,ORG,FEMA
304538,LAW,"the old
Act (FERA)"
304538,DATE,two years
304538,LAW,the new Act
304538,ORG,FEMA
304538,ORG,FEMA
304538,DATE,"June 1, 2000"
304538,LAW,FERA
304538,ORG,FEMA
304538,DATE,"June 1, 2002"
304538,DATE,"February, 2003"
304538,ORG,the High Court
304538,ORG,Criminal Court
304538,LAW,Sub-section (3) of Section 49
304538,ORG,FEMA
304538,ORG,the High Court
304538,ORG,FERA
304538,ORG,FERA
304538,ORG,Court
304538,ORG,the High Court
304538,LAW,Article 136 of the Constitution
304538,CARDINAL,11
304538,ORG,the High Court
304538,ORG,a Criminal Court
304538,CARDINAL,12
304538,LAW,Code
304538,ORG,Court
304538,ORG,Court
304538,LAW,Chapter XIV
304538,LAW,Sections 190-199
304538,LAW,Code
304538,LAW,Section 190
304538,CARDINAL,1
304538,CARDINAL,1
304538,ORDINAL,first
304538,ORDINAL,second
304538,LAW,sub-section (2)
304538,CARDINAL,13
304538,LAW,Chapter XV (Sections 200-203
304538,LAW,Complaints to Magistrates
304538,ORG,Court
304538,LAW,Section 200 of the Code
304538,LAW,Section 202
304538,ORG,a Police Officer
304538,LAW,Section 202
304538,LAW,Section 202
304538,CARDINAL,14
304538,LAW,Chapter XVI
304538,LAW,Chapter XIV
304538,LAW,Section 204
304538,CARDINAL,204
304538,CARDINAL,1
304538,CARDINAL,2
304538,CARDINAL,4
304538,CARDINAL,87
304538,CARDINAL,15
304538,LAW,Code
304538,WORK_OF_ART,Initiation of Proceedings
304538,LAW,Chapter XIV
304538,WORK_OF_ART,Commencement of Proceedings
304538,LAW,Chapter XVI
304538,LAW,Chapter XIV
304538,LAW,Chapter XVI
304538,ORG,The High Court
304538,LAW,Chapter XIV
304538,LAW,Chapter XVI
304538,CARDINAL,16
304538,CARDINAL,17
304538,PERSON,"Abani Kumar
Banerjee"
304538,DATE,1950
304538,FAC,Calcutta 437
304538,ORG,the High Court of Calcutta
304538,LAW,"Section
190 of the Code of Criminal Procedure"
304538,DATE,1898
304538,LAW,Section 190 of the present Code
304538,DATE,1973
304538,PERSON,"Das
Gupta"
304538,PERSON,J.
304538,PERSON,His Lordship
304538,LAW,"the Criminal Procedure
Code"
304538,LAW,Section 190(1)
304538,LAW,Chapter
304538,LAW,Section 200
304538,LAW,Section
304538,CARDINAL,202
304538,LAW,Chapter
304538,LAW,Section 156(3
304538,CARDINAL,18
304538,PERSON,R.R. Chari
304538,GPE,Uttar Pradesh
304538,DATE,1951 SCR 312
304538,ORDINAL,first
304538,ORG,Court
304538,LAW,Sections 161 and 165 of the Indian Penal Code (IPC
304538,LAW,"the
Prevention of Corruption Act"
304538,DATE,1947
304538,ORG,the District Magistrate
304538,GPE,Kanpur
304538,DATE,"October 22, 1947"
304538,DATE,"the next
day"
304538,DATE,"October 27, 1947"
304538,DATE,"March 25, 1949"
304538,DATE,"October 22, 1947"
304538,ORG,Government
304538,ORG,Court
304538,LAW,Section 190 of the Code
304538,LAW,Section 190 of the Code
304538,PERSON,Abani Kumar Banerjee
304538,ORG,Court
304538,PERSON,Kania
304538,PERSON,C.J.
304538,CARDINAL,one
304538,CARDINAL,three
304538,ORDINAL,first
304538,LAW,the Criminal Procedure Code
304538,ORDINAL,second
304538,ORDINAL,third
304538,LAW,section 167(
304538,LAW,the Criminal Procedure Code
304538,TIME,24 hours
304538,ORDINAL,first
304538,ORG,Magistrate
304538,CARDINAL,19
304538,PERSON,Das Gupta
304538,PERSON,J.
304538,PERSON,Abani Kumar Banerjee
304538,ORG,Court
304538,DATE,"March 25, 1949"
304538,LAW,Section 190 of the Code
304538,DATE,that day
304538,ORG,Government
304538,CARDINAL,20
304538,GPE,Narayandas
304538,GPE,Madhavdas
304538,GPE,West Bengal
304538,DATE,"1960)
1 SCR 93"
304538,ORG,Court
304538,LAW,Section 200
304538,LAW,Chapter XV
304538,LAW,"Section 204 of Chapter XVI of
the Code"
304538,PERSON,Ajit Kumar Palit
304538,DATE,1963
304538,CARDINAL,1
304538,LAW,SCR 953
304538,PERSON,Hareram Satpathy
304538,ORG,"Tikaram Agarwala
& Anr."
304538,DATE,1978) 4 SCC 58
304538,CARDINAL,21
304538,PERSON,Gopal Das Sindhi
304538,ORG,State of Assam & Anr.
304538,DATE,1961
304538,CARDINAL,986
304538,ORG,Court
304538,LAW,"the
provisions of Section 190"
304538,LAW,"Section
190"
304538,LAW,"Section
156(3"
304538,LAW,Chapter XVI
304538,ORG,Code
304538,CARDINAL,22
304538,PERSON,Nirmaljit Singh Hoon
304538,ORG,State of West Bengal & Anr.
304538,DATE,1973) 3
304538,CARDINAL,753
304538,ORG,Court
304538,LAW,Section 190(1)
304538,LAW,Code
304538,LAW,Section 200
304538,LAW,Section 156(3
304538,CARDINAL,23
304538,PERSON,Darshan Singh Ram Kishan
304538,GPE,State of Maharashtra
304538,DATE,1972
304538,CARDINAL,1
304538,CARDINAL,571
304538,ORG,Court
304538,PERSON,Shelat
304538,PERSON,J.
304538,LAW,Section 190 of the Code
304538,ORDINAL,first
304538,CARDINAL,24
304538,ORG,Devarapalli Lakshminarayana Reddy & Ors.
304538,ORG,V. Narayana Reddy & Ors.
304538,DATE,1976) 3
304538,CARDINAL,252
304538,ORG,Court
304538,LAW,Section 156(3
304538,LAW,Section 190
304538,LAW,Code
304538,LAW,Code
304538,LAW,Section 190
304538,LAW,Chapter XIV
304538,LAW,Sections 190 to 199
304538,ORG,Court
304538,ORG,Court
304538,LAW,Section 190
304538,CARDINAL,1
304538,LAW,Section 200
304538,LAW,Chapter XV of the Code
304538,DATE,1973
304538,LAW,Section 190
304538,CARDINAL,1
304538,LAW,Chapter XV
304538,LAW,Section 156
304538,ORG,R.P. Kapur & Anr.
304538,DATE,1967
304538,CARDINAL,1
304538,CARDINAL,520
304538,CARDINAL,25
304538,ORG,the Chief Metropolitan Magistrate
304538,GPE,Mumbai
304538,DATE,"May 24, 2002"
304538,DATE,"the
day"
304538,PERSON,S.A.A. Naqvi
304538,LAW,Section 18(2)(3) of FERA
304538,CARDINAL,73
304538,LAW,"Central Notification and r/w
Section 68(1) of the said Act"
304538,CARDINAL,56
304538,CARDINAL,1
304538,LAW,Section 49(3) (4) of
304538,ORG,FEMA
304538,DATE,1999
304538,CARDINAL,7.2.2003
304538,TIME,3 p.m.
304538,CARDINAL,26
304538,DATE,"February 3, 2003"
304538,ORG,Court
304538,DATE,"May 24,
2002"
304538,LAW,Section 204
304538,LAW,Chapter XVI
304538,DATE,"February 3, 2003"
304538,ORG,Court
304538,DATE,"May 24,
2002\"
304538,ORG,The High Court
304538,ORG,the High Court
304538,CARDINAL,27
304538,ORG,Court
304538,PERSON,"Bharat
Damodar Kale"
304538,ORG,State of A.P.
304538,DATE,2003
304538,DATE,8 SCC 559
304538,ORG,Court
304538,GPE,Japani
304538,GPE,Sahoo
304538,PERSON,Chandra Sekhar Mohanty
304538,DATE,2007) 7
304538,PERSON,Japani Sahoo
304538,CARDINAL,one
304538,PERSON,Thakker
304538,NORP,J.
304538,PERSON,Bharat Damodar Kale
304538,CARDINAL,52
304538,ORG,Court
304538,ORG,Magistrate
304538,ORG,Court
304538,LAW,Article 14 of the Constitution
304538,LAW,a Court of Law
304538,LAW,"Section 468
of the Code"
304538,ORG,Court
304538,LAW,Article 14 of the Constitution
304538,CARDINAL,28
304538,PERSON,Bharat Damodar Kale
304538,PERSON,Japani Sahoo
304538,ORG,Court
304538,LAW,"Section 468 of
the Code"
304538,LAW,Section 468 of the Code
304538,WORK_OF_ART,Code
304538,LAW,Section 49(3
304538,ORG,FEMA
