tid,label,token
1033812,organization,SCC
1033812,organization,High Court
1033812,organization,supreme court of india
1033812,organization,southern switch gear ltd.
1033812,organization,the high court
1033812,person,s sen
1033812,person,s quadri
1033812,person,suhas chandra sen
