tid,label,token
119316583,organization,Uttaranchal High Court
119316583,organization,Central Administrative Tribunal Learned
119316583,organization,b.s.n.l. & another
119316583,organization,advocate for the b.s.n.l
119316583,organization,the b.s.n.l
119316583,organization,the central administrative tribunal
119316583,organization,b.s.n.l
119316583,person,sandeep kumar mishra
119316583,person,s.k. mandal
119316583,person,anjali bhargava
