tid,label,token
962370,organization,Customs
962370,organization,WESTON COMPONENTS LTD
962370,organization,COMPONENTS LTD
962370,organization,supreme court of india
962370,organization,weston components ltd
962370,organization,customs
962370,organization,order of the court
962370,city,NEW DELHI
962370,location,NEW DELHI
962370,person,b.n. kirpal
962370,person,s. rajendra babu
