tid,label,token
988645,organization,Bombay High Court
988645,organization,Delhi High Court
988645,organization,Advertising Agency
988645,organization,Co Ltd
988645,organization,Apex Court
988645,organization,Supreme Court
988645,organization,Gujarat Bottling Co Ltd
988645,organization,Coca Cola
988645,organization,The Court
988645,organization,Broad Band
988645,organization,Percept
988645,organization,Coca Cola Co
988645,organization,Gujrat Bottling Company
988645,organization,Gujarat Botting Co
988645,organization,GBC
988645,organization,Law Commission
988645,organization,Parliament
988645,organization,Gujarat Botting Company
988645,organization,Gujrat Botting Company
988645,organization,GBC and Coca Cola
988645,organization,IAEC India Ltd
988645,organization,Taprogge Gesellschaft MBH
988645,organization,de Formento Industrial Ltd
988645,organization,Jet Airways
988645,organization,Bhavesh J Bhatt
988645,organization,Ltd
988645,organization,Ravindranath Subraya Kamat
988645,organization,Charu Trading Co
988645,organization,Saimangal Investrade Ltd
988645,organization,Delhi Court
988645,organization,Construction Corpn
988645,organization,Dinkarrao Ganpatrao Kothare
988645,organization,Narayan Vishwanath Mandlik
988645,organization,Court
988645,organization,bombay high court
988645,organization,percept dmark india pvt. ltd.
988645,organization,an advertising agency
988645,organization,annexure a
988645,organization,the supreme court
988645,organization,century spinning
988645,organization,mfg. co. ltd.
988645,organization,superintendence co.
988645,organization,indian ltd.
988645,organization,the apex court
988645,organization,court
988645,organization,gujarat bottling co. ltd.
988645,organization,gujarat bottlings co.
988645,organization,broad band
988645,organization,contract
988645,organization,superintendents co. of india
988645,organization,coca cola co. &
988645,organization,gujrat bottling companys
988645,organization,coca cola
988645,organization,gujarat botting co.
988645,organization,gbc
988645,organization,the high courts
988645,organization,the law commission
988645,organization,parliament
988645,organization,gujarat botting company
988645,organization,gujrat botting company
988645,organization,memorandum and articles of association of a private limited company
988645,organization,brand
988645,organization,taprogge gesellschaft mbh v. iaec india ltd.
988645,organization,sociedade de formento industrial ltd.
988645,organization,jet airways
988645,organization,i ltd.
988645,organization,rebello j. charu trading co. pvt. ltd.
988645,organization,saimangal investrade ltd.
988645,organization,the delhi court
988645,organization,contractors pvt. ltd.
988645,organization,construction corpn. ltd.
988645,organization,the delhi high court
988645,organization,the division bench
988645,organization,counsel
988645,country,India
988645,country,UK
988645,location,India
988645,location,England
988645,location,N Baxter
988645,location,niranjan
988645,location,a.i.r.
988645,location,india
988645,location,england
988645,location,b.s.m.
988645,location,dinkarrao
988645,location,kothare
988645,person,zaheer khan and anr.
988645,person,d karnik
988645,person,judgment d.g. karnik
988645,person,shankar golikari
988645,person,krishan murgai
988645,person,coca cola
988645,person,zaheer khan
988645,person,zaheer khans
988645,person,n.s. golikari
988645,person,shri tulzapurkar
988645,person,ravindranath subraya kamat
988645,person,bhavesh j. bhatt
988645,person,cyrus n. baxter
988645,person,jan peter ravi karnik
988645,person,shri dwarkadas
988645,person,r.s. bridge
988645,person,narayan vishwanath mandlik
988645,person,shri chhagla
988645,person,dwarkadas
988645,person,chhagla
988645,person,chagle
988645,law,section 9 of the arbitration and conciliation act
988645,law,short the act
988645,law,promotion agreement
988645,law,clause no. 31
988645,law,clause no. 32
988645,law,the arbitration act
988645,law,the promotion agreement
988645,law,a promotion agreement
988645,law,section 27 of the contract act
988645,law,supra
988645,law,clause 1
988645,law,clause no. 5
988645,law,clause no. 6
988645,law,clause no. 7
988645,law,clause no. 8
988645,law,clause no. 11
988645,law,clause no. 17
988645,law,no. 1. clause no. 23
988645,law,clause no. 27
988645,law,clause 31
988645,law,clause no. 31b
988645,law,paragraph no. 14
988645,law,section 27 of the indian contract act
988645,law,the provision section 27 of the contract act
988645,law,see paragraph no. 23
988645,law,clause no. 14
988645,law,paragraph no. 31
988645,law,agreement
988645,law,clause iii of sub-section 1 of section 3 of the companies act
988645,law,first refusal
988645,law,section 9
988645,law,the respondent no. 2
988645,law,section 9 of the arbitration act
988645,law,arbitration petition no. 479
988645,law,clause 31b
